,_Name,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CN(Cc1cc(CC2C[NH2+]CCC2CC(=O)NCc2cccnc2)no1)c1ccccc1,6091,12.56132934,0.107482216,12.56132934,0.107482216,0.538881337,434.564,402.308,434.2550517,168,0,0.220059578,-0.366983011,0.366983011,0.220059578,1.21875,2.09375,2.90625,16.46051452,9.80773648,2.300127259,-2.28597641,2.247754428,-2.878937594,5.757207063,-0.671523301,1.296229329,976.2669378,22.17515134,18.61343834,18.61343834,15.66983643,11.35051605,11.35051605,8.644312104,8.644312104,6.206774787,6.206774787,4.427017706,4.427017706,-3.19,29914232.24,22.02002957,10.90697107,6.168035136,188.7601853,20.05658188,0,5.760247419,5.907179729,0,0,9.778515705,0,0,0,29.42213153,29.68045874,62.92023979,25.32819721,14.63442073,11.594566,0,15.45743038,11.83581209,32.35197768,25.03709453,77.9422506,0,0,15.53348694,5.687386275,0,0,36.1850063,24.30487162,11.83581209,29.85927015,65.44771863,0,0,0,87.87,0,4.794537184,0,5.907179729,31.34614653,48.63616924,0,12.39368714,37.37950732,43.87322992,4.523094937,5.615160753,0,18.80812797,9.712803098,3.136292057,1.742335295,16.16888464,5.973966592,3.293052528,2.049377066,0.4,32,3,7,0,1,1,1,2,3,5,2,7,9,0,1,1,4,2.1545,122.7131,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CC[NH+](CC)CCCNC(=S)N(CC[NH+](C)C)Cc1cc2c(C)cc(C)cc2[nH]c1=O,6092,12.79956259,-0.034598705,12.79956259,0.034598705,0.29532999,447.693,406.365,447.3020848,172,0,0.252934959,-0.362328536,0.362328536,0.252934959,1.129032258,1.838709677,2.483870968,32.09204784,10.0429465,2.151008033,-2.262460209,2.185494473,-3.109915607,7.797465258,-0.896021266,2.13296984,920.0609887,22.96589085,20.15261523,20.96911181,14.74362116,11.53189533,11.94014362,8.838006619,9.22470495,5.903086918,6.305623375,3.899247955,4.157146843,-1.96,4803617.897,25.30187897,12.17241301,7.593209231,192.1565129,25.00049632,0,5.112436885,0,5.559266895,0,4.794537184,0,0,0,6.066367068,63.17245936,29.43195445,53.3638824,9.799819462,28.23323526,0,15.20067686,0,40.66052683,53.3638824,45.24325976,0,0,20.67587496,0,0,12.21787344,68.36020754,6.544756406,13.8474744,36.9586505,22.99363839,0,10.90292493,0,57.01,0,4.794537184,0,5.559266895,6.544756406,72.83162486,10.46336122,4.899909731,12.13273414,63.05733669,12.21787344,0,5.730962681,20.96758715,5.257347243,3.949091692,0,6.219472213,1.082368623,15.1899161,4.269920965,0.583333333,31,4,6,0,0,0,1,1,2,2,4,7,11,0,0,0,2,0.28074,134.2598,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
CC[NH+](CC)CCCNC(=S)N(CC[NH+](C)C)Cc1cc2cc(C)cc(C)c2[nH]c1=O,6093,12.81411238,-0.032790315,12.81411238,0.032790315,0.29532999,447.693,406.365,447.3020848,172,0,0.252942351,-0.362328536,0.362328536,0.252942351,1.129032258,1.838709677,2.483870968,32.09204784,10.05149577,2.150466578,-2.262298967,2.18127651,-3.109915611,7.79746524,-0.896021266,2.132305039,920.0609887,22.96589085,20.15261523,20.96911181,14.74362116,11.53189533,11.94014362,8.840998151,9.227696482,5.88374935,6.286285808,3.91522335,4.173122238,-1.96,4821891.928,25.30187897,12.17241301,7.593209231,192.1565129,25.00049632,0,5.112436885,0,5.559266895,0,4.794537184,0,0,0,11.62981856,62.99523208,18.52902952,58.88058312,9.799819462,28.23323526,0,15.20067686,0,40.66052683,53.3638824,45.24325976,0,0,20.67587496,0,0,12.21787344,68.36020754,6.544756406,13.8474744,36.9586505,22.99363839,0,10.90292493,0,57.01,0,4.794537184,0,5.559266895,6.544756406,72.83162486,10.46336122,4.899909731,12.99010427,62.19996656,12.21787344,0,5.729634564,20.99503429,5.235152003,3.933921279,0,6.251301362,1.082376483,15.16960273,4.269643952,0.583333333,31,4,6,0,0,0,1,1,2,2,4,7,11,0,0,0,2,0.28074,134.2598,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
OC1C([NH2+]CC2(O)CCN(c3cc[nH+]c4ccccc34)C2)CCCC1Oc1ccccc1,6094,11.31947326,-0.770227778,11.31947326,0.04415988,0.548279442,435.568,402.304,435.2510948,168,0,0.212391097,-0.487476245,0.487476245,0.212391097,1.0625,1.875,2.75,16.50274492,9.888120906,2.417065569,-2.343152027,2.303239491,-2.961548383,5.890339845,-0.709191286,1.208539473,1041.431254,21.96804456,18.35989058,18.35989058,15.61190488,11.71181694,11.71181694,9.2989245,9.2989245,7.032911825,7.032911825,5.239431439,5.239431439,-2.67,34666867.31,21.19017702,9.059250062,4.439315728,188.4042194,25.16661608,36.14509265,6.196843572,5.516700718,0,0,0,4.983978521,0,0,30.33183534,31.04074445,31.51913379,17.6183669,25.25068487,16.59031121,0,0,0,49.53411091,24.53417895,66.86051426,0,5.749511833,19.93753981,5.687386275,5.749511833,0,53.69814842,0,0,25.68328649,66.86051426,0,10.90292493,0,83.68,11.7050172,10.21305479,0,12.14580722,13.08951281,49.18164172,5.386224214,0,48.66141305,33.39977806,4.736862954,6.06685232,0,5.575238331,25.58136592,1.485410511,0.800551597,20.13276523,4.764807482,2.009675277,0,0.423076923,32,5,6,1,1,2,2,1,3,4,3,6,6,1,1,2,5,1.5195,123.5797,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
O=C([O-])c1cccc([N-]S(=O)(=O)c2cccc(C(=O)Nc3cccc([N+](=O)[O-])c3)c2)c1,6095,12.59910028,-4.260273948,12.59910028,0.021974259,0.436991309,439.405,426.301,439.0485179,158,0,0.271003677,-0.572682668,0.572682668,0.271003677,0.903225806,1.580645161,2.290322581,32.23327212,10.17303791,2.126473687,-2.226272276,2.285597979,-2.214538238,7.93947602,-0.384379741,1.822521842,1289.190782,22.59564736,15.58861674,16.40511333,14.65270423,8.608867682,10.04893101,6.193533256,7.797644643,4.016370298,5.317199684,2.57942465,3.602371656,-4.25,6327466.919,21.45865784,8.630886427,5.219868152,175.9062297,19.93994805,10.02329115,0,0,11.594566,0,14.90885545,8.417796984,0,5.687386275,36.39820241,29.82891977,23.3835719,15.78809981,28.0367098,38.96193499,0,0,0,4.895483476,5.316788604,98.75972094,0,0,10.423316,17.06215882,0,0,25.21759305,10.02329115,10.11431827,20.71597735,77.6918883,0,4.722094864,0,160.61,26.82308722,33.22771702,0,33.08454528,0,18.19910121,54.59730362,0,0,10.03888347,0,28.79234413,0,33.35369772,24.24552432,-0.426932354,-2.161331476,15.20697161,0,0,-4.260273948,0,31,1,10,0,0,0,3,0,3,7,1,11,7,0,0,0,3,2.6047,108.4689,0,0,0,0,1,0,0,0,1,1,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COc1cc(OC)cc(-c2n[nH]c(S/C(=C/c3cc([N+](=O)[O-])ccc3[O-])C(=O)[O-])n2)c1,6096,11.96516444,-1.586198417,11.96516444,0.101959772,0.232700924,442.409,428.297,442.0594169,160,0,0.269479588,-0.872040652,0.872040652,0.269479588,1.161290323,1.838709677,2.419354839,32.16662082,10.14072477,2.130604682,-2.118614196,2.317054022,-2.226761391,8.035162694,-0.384645839,1.919273195,1153.563027,22.54324112,16.14907899,16.96557558,14.79926405,8.525982906,9.342479487,5.942856909,6.973505791,3.973139415,4.853493766,2.495895133,3.196824769,-4.06,8844531.168,21.64414732,9.172886457,5.109711495,179.0507748,24.48131788,11.49902367,10.98084098,0,5.687386275,0,15.21300008,4.983978521,5.098681808,5.749511833,6.066367068,35.53409068,28.66768921,25.11221142,29.40462893,29.49459662,0,15.18134214,0,5.156436482,14.21959508,56.98110869,0,28.63639149,19.6867807,5.687386275,17.2485355,11.76188495,40.29355356,4.794537184,10.11431827,5.563451492,46.45977541,0,17.4638761,0,166.36,16.64212817,25.12191024,0,27.13681526,28.82436011,24.27512131,14.21959508,18.19910121,0,15.18134214,9.473725908,10.40420045,0.648674126,25.62056193,41.17820935,0.041158101,-0.89306197,8.022110594,0.992162803,0,2.985984607,0.105263158,31,1,11,0,0,0,2,1,3,10,1,12,8,0,0,0,3,1.3538,106.3061,1,0,0,0,0,3,1,0,1,1,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCOC(=O)COc1c(Cl)cc(/C=C/c2nc([O-])c([N+](=O)[O-])c(=O)[n-]2)cc1Cl,6097,11.5168289,-1.288492508,11.5168289,0.072973322,0.365916709,428.184,417.096,426.9985022,148,0,0.343648677,-0.870937519,0.870937519,0.343648677,1.321428571,1.964285714,2.5,35.4968367,10.16680562,2.118995995,-2.140742508,2.343704197,-2.191143712,6.370017041,-0.400732992,2.221342979,981.2128894,20.8445705,14.1789224,15.6907803,13.22245311,7.585162141,8.341091087,5.038531578,5.852931832,3.105065331,3.666568808,1.979294885,2.592346233,-3.11,1018587.564,21.19303207,9.197936874,5.208362465,167.0317195,24.54821034,0,12.3563938,5.559266895,0,11.65669156,14.90885545,4.794537184,0,0,41.17832449,30.49991116,0,21.57545964,24.29810154,47.01061156,0,9.967957042,0,6.9237372,13.21376393,54.0339791,0,11.62950017,20.38663576,5.687386275,11.62950017,23.20187978,29.09035879,9.531400138,10.11431827,18.31159319,16.92727132,10.04526663,12.15204021,0,145.79,28.01925784,24.80992003,0,34.83294689,5.563451492,0,24.28477435,6.9237372,0,9.967957042,32.67560569,9.961758104,12.16270792,39.05227755,22.31153011,-2.0739779,-2.112517036,2.873069885,2.570034668,1.477338922,0,0.1875,28,0,10,0,0,0,1,1,2,8,0,12,7,0,0,0,2,1.7999,97.4454,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1CCN2c3ccc([N+](=O)[O-])cc3CC3(C(=O)[N-]C(=O)N(Cc4ccccc4)C3=O)C2C1,6098,13.98140448,-1.583737835,13.98140448,0.014984962,0.401483584,447.471,424.287,447.1673934,170,0,0.269352768,-0.376306072,0.376306072,0.269352768,1.151515152,1.909090909,2.636363636,16.62830223,9.644978474,2.580900033,-2.572840431,2.503775459,-2.676700072,6.296077058,-0.384483612,1.621693029,1166.69948,23.32769817,18.13913243,18.13913243,15.80740477,11.00996394,11.00996394,9.133421946,9.133421946,7.106143308,7.106143308,5.430434498,5.430434498,-3.75,31679814.09,21.11443552,7.683849958,3.261970968,190.0573808,15.11660807,5.414990469,17.84547397,0,5.687386275,0,24.49792982,0,0,0,37.25557254,48.91839737,30.40671765,4.923311049,19.3069226,29.22024652,0,4.899909731,11.33289652,38.7727993,11.44466614,75.0889464,0,0,4.899909731,16.16930973,0,0,40.25529199,22.5546524,21.44721478,30.89228343,48.53093655,0,5.316788604,0,114.93,34.22561632,24.49792982,0,24.57087035,18.52902952,22.57156912,12.13273414,18.19910121,23.09901094,12.2405258,0,0,0,54.0149958,15.1947234,0.423997343,-1.037776166,12.32616436,1.448038578,2.713190019,0,0.375,33,0,9,0,3,3,2,0,2,6,0,9,3,0,2,2,5,3.8049,119.5194,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CN1CCN(c2ccc([N+](=O)[O-])cc2/C=C(/Sc2nc3ccccc3[nH]2)C(=O)[O-])CC1,6099,11.87672623,-1.373805797,11.87672623,0.088026319,0.269026339,438.489,418.329,438.1241487,160,0,0.269677619,-0.544233275,0.544233275,0.269677619,1.193548387,1.935483871,2.612903226,32.16662075,10.09143468,2.194049694,-2.345094729,2.325178219,-2.44290704,8.035293032,-0.384442079,1.718247154,1134.541413,21.95745468,16.77732511,17.59382169,14.90188724,9.680931213,10.49742779,7.247765449,8.278414331,5.127957339,6.019086669,3.459593054,4.242103033,-3.37,12560359.31,20.88474727,8.782428143,4.699592497,182.0745819,24.68486256,0,5.156436482,0,5.687386275,0,10.11431827,4.983978521,0,0,12.13273414,43.08467824,54.46773404,21.92601777,14.82437563,46.21538433,0,14.86786677,0,5.156436482,38.12660734,63.04747575,0,0,10.00643713,11.37477255,0,11.76188495,58.98718072,4.794537184,10.11431827,5.563451492,52.52614247,0,17.10942154,0,118.43,10.89261634,20.01538285,0,10.59252279,10.71988797,54.66169828,18.20875424,6.066367068,31.31314026,19.7677765,0,0,0.923194182,34.37878398,23.59201655,2.617710831,-1.373805797,11.88839841,1.424444444,3.182026846,2.033897215,0.238095238,31,1,9,0,1,1,2,1,3,8,1,10,6,0,1,1,4,2.106,117.7411,1,0,0,0,0,2,1,0,1,1,1,1,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O=C1NC(c2cccc([N+](=O)[O-])c2)/C(=C(/[O-])c2ccc(Cl)cc2)C(O)(C(F)(F)F)N1,6100,13.79083244,-5.47108865,13.79083244,0.195334695,0.382295822,442.757,430.661,442.0423064,158,0,0.440540241,-0.871899668,0.871899668,0.440540241,1.2,1.833333333,2.4,35.49569196,9.851064512,2.613079827,-2.438527203,2.441593321,-2.678672659,6.301307227,-0.384494146,2.288008148,1042.107638,22.26722023,14.73543067,15.49135961,13.93637773,8.235299018,8.613263491,6.341432317,6.777868097,4.423973412,4.675949727,3.023523799,3.149511956,-3.31,2888582.094,21.40009424,7.501773856,3.761983933,171.285278,15.52984339,0,0,0,11.41237187,12.20741303,15.43110687,4.794537184,13.17124514,0,41.62557304,23.25963712,22.72847198,10.96515188,33.10214817,29.07860555,0,10.63357721,0,17.94312494,0,80.36789564,0,0,15.7401046,23.6531686,0,11.60093989,27.96223707,0,10.11431827,17.16874381,54.10404108,5.022633314,5.759164872,0,127.56,45.91720618,38.29315539,0,16.1495363,0,24.26546827,29.58225688,0,0,5.316788604,11.60093989,41.37249732,5.740831919,22.17630045,38.16490295,-6.099562852,-1.240279825,5.967509796,-5.47108865,0,0,0.166666667,30,3,8,0,1,1,2,0,2,5,3,12,3,0,1,1,3,2.6246,96.8816,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COc1cc([N+](=O)[O-])cc(/C=C2\SC(=O)N(CC(=O)Nc3cccc(F)c3)C2=O)c1O,6101,13.21757558,-0.824754451,13.21757558,0.110405284,0.391173315,447.4,433.288,447.053649,160,0,0.29353929,-0.503834982,0.503834982,0.29353929,1.35483871,2.096774194,2.741935484,32.16666689,10.12019836,2.363549134,-2.121510615,2.386510637,-2.358397126,8.180217181,-0.384510486,1.812508795,1135.479642,22.70637782,15.82590196,16.64239854,14.6887796,8.55475013,9.371246711,6.169353216,7.162544619,4.090206633,4.997598356,2.673203745,3.50238144,-3.93,6658745.341,21.77109408,8.832831701,4.804321913,177.9913202,15.16017895,12.36197725,11.49902367,5.907179729,16.83377772,0,29.39783955,4.390415048,0,0,6.066367068,36.03700626,17.31720483,23.00461217,33.540728,46.26624878,0,4.899909731,0,0,18.97134255,62.79832953,0,11.49902367,10.05365156,20.55972478,11.49902367,11.76188495,45.63787329,9.589074368,15.93153911,5.563451492,41.30333892,0,6.076020107,0,139.08,45.77575758,33.99487226,0,21.90548611,16.66179468,24.27512131,25.30889875,0,0,5.316788604,4.736862954,18.11281192,0.500536423,47.81299039,22.90171922,-0.350474159,-2.763641363,7.10883382,1.097450733,-0.622261196,1.202034201,0.105263158,31,2,10,0,1,1,2,0,2,8,2,12,6,0,1,1,3,3.1231,109.0199,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCCCCn1ccc2nc3ccn(-c4n[nH]c(C)c4C(=O)OCC)c(=O)c3cc2c1=O,6102,13.36282285,-0.561719756,13.36282285,0.152170125,0.250354892,449.511,422.295,449.2063043,172,0,0.343347747,-0.462243365,0.462243365,0.343347747,1.03030303,1.757575758,2.484848485,16.53245223,10.14316256,2.220008616,-2.093593436,2.187464389,-2.226396034,5.946866917,0.052535303,1.827115908,1447.277073,23.53480495,19.05123958,19.05123958,15.95592746,11.23862561,11.23862561,7.987493464,7.987493464,5.704214752,5.704214752,3.954780829,3.954780829,-3.75,32727687.9,22.444159,9.396104532,4.178994083,189.5755079,9.303962602,5.563451492,5.817862778,0,11.11853379,5.969305288,19.25485582,9.778515705,5.098681808,0,26.18620207,38.46739723,24.63237154,28.41273183,9.531400138,27.77515515,0,24.31554143,0,52.9992545,6.606881965,62.55777599,0,5.817862778,11.11853379,0,0,0,36.89172869,11.28161936,6.9237372,55.58267756,40.18186272,0,27.62371264,0,111.87,11.52857218,14.38361155,0,28.93368734,28.65831005,25.68328649,10.76394322,42.81051882,0,22.10507934,4.736862954,8.064997905,0,43.37570089,7.563209581,1.109559417,-0.40954963,5.063273804,7.525861128,6.373613569,0,0.375,33,1,9,0,0,0,0,4,4,8,1,9,8,0,0,0,4,3.48912,126.0872,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0
Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])c(C)c3)cc2)n1,6103,12.57008435,-3.914326034,12.57008435,0.024610949,0.440613924,441.469,422.317,441.1106897,160,0,0.271841322,-0.321997138,0.321997138,0.271841322,0.967741935,1.580645161,2.129032258,32.23327221,10.09593799,2.172339652,-2.09562306,2.20736047,-2.159954066,7.92309223,-0.38500537,1.739599879,1253.368098,22.75878407,16.90993268,17.72642926,14.54655108,9.065639475,10.54880272,6.816689918,8.499092159,4.286099963,5.630170855,2.872926579,3.816810843,-3.86,5046415.133,21.83946096,8.479523972,5.196891047,178.119654,5.316788604,0,0,5.948339281,21.61785716,0,14.90885545,23.10784889,0,0,0,63.23578108,34.26851232,9.818794524,18.13564522,33.25358271,0,9.967957042,0,25.66669507,10.03888347,81.16001379,0,0,10.03888347,17.32311183,0,0,29.2162448,10.02329115,30.88552987,27.30929616,53.42642002,0,0,0,144.19,20.85378193,23.32665244,0,22.09466052,22.63869376,0,42.46456948,26.83757867,0,20.00684051,0,27.47070376,0,30.87331603,13.5270692,2.148779375,-0.501123846,11.30453621,0,5.007711966,-3.914326034,0.15,31,2,10,0,0,0,2,1,3,7,2,11,6,0,0,0,3,3.36316,114.5431,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
O=C(C1CCCO1)N1CC[NH+](CCn2c3ccccc3c3nc4ccccc4nc32)CC1,6104,12.62401023,-0.2059718,12.62401023,0.186203833,0.534781918,430.532,402.308,430.2237516,164,0,0.251611074,-0.368383546,0.368383546,0.251611074,1.03125,1.78125,2.5625,16.49731325,10.17062649,2.311300791,-2.330674149,2.274115638,-3.147579835,6.058936222,-0.904111773,1.215320074,1285.723402,21.49298858,18.16546442,18.16546442,15.77598958,11.65471656,11.65471656,8.880268856,8.880268856,6.934087446,6.934087446,5.148618847,5.148618847,-3.03,61442800.7,19.64003847,8.14771183,3.416143875,186.1322602,19.10378206,11.62066711,5.647177221,0,5.907179729,0,4.794537184,9.967957042,0,0,30.33183534,31.04074445,11.99310618,55.81864059,14.43130987,39.00738404,0,19.43496642,0,25.49036604,39.33066399,48.53093655,0,0,4.899909731,0,0,0,70.77677653,16.07615654,0,12.84164325,48.53093655,0,33.10020431,0,64.69,0,4.794537184,0,12.01114612,0,86.30056723,10.41661045,0,29.165378,28.83256792,14.70482,7.909785706,0,26.07490024,1.155307994,4.972591067,0.186203833,16.52370051,1.663059927,6.181117389,0,0.4,32,1,7,0,2,2,2,2,4,5,1,7,4,0,2,2,6,1.6438,123.6577,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
