,_Name,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
O=C1S/C(=C/c2cc(O)ccc2[N+](=O)[O-])C(=O)N1c1ccc(Cl)cc1,4854,12.52237056,-0.63024562,12.52237056,0.021898148,0.489234032,376.777,367.705,375.9920701,126,0,0.297658945,-0.507935374,0.507935374,0.297658945,1.16,1.84,2.48,35.49569197,10.12815231,2.362783603,-2.115892956,2.371690281,-2.269960194,8.185961615,-0.384626869,1.999711144,926.6223604,18.13746372,12.37964887,13.95207439,11.8630811,6.875412524,8.069873578,4.993765925,6.423393108,3.372949093,4.49450478,2.245518836,3.203731869,-2.84,431446.9677,16.99836783,6.577182238,3.349143194,150.2092952,5.106527395,5.749511833,0,0,16.83377772,0,19.70339264,4.899909731,0,0,11.60093989,54.23610747,11.08900038,21.07928533,19.61891281,51.96000894,0,0,0,0,4.899909731,68.07010907,0,5.749511833,4.899909731,16.16930973,5.749511833,23.36282484,21.17622989,4.794537184,10.11431827,5.563451492,47.36970599,5.022633314,6.076020107,0,100.75,16.06970249,24.80992003,0,21.90548611,22.47190454,17.03264387,24.27512131,12.13273414,0,0,11.60093989,0,6.459786678,36.12471102,20.55049685,0.100376526,-0.788200848,9.609703062,1.220904492,0,0,0,25,1,7,0,1,1,2,0,2,6,1,9,3,0,1,1,3,4.1947,94.6632,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COc1ccc(S(=O)(=O)Nc2cc([N+](=O)[O-])ccc2C)c(Cl)c1Cl,4855,12.54277101,-4.100986867,12.54277101,0.043698297,0.613244157,391.232,379.136,389.9843978,128,0,0.271044141,-0.495140625,0.495140625,0.271044141,1.166666667,1.833333333,2.416666667,35.49826458,10.16912669,2.230138577,-2.130927256,2.371098338,-2.143914905,7.924579457,-0.384384051,2.48361693,915.6210875,18.06854962,12.53938363,14.8677381,11.16873964,6.469391176,8.70848337,4.755756431,7.162509503,3.197170376,5.581659901,1.912469523,3.875851218,-2.03,147669.2648,18.31069916,6.838538489,3.553586992,147.902073,4.736862954,15.66762862,0,0,15.71067743,0,14.83641313,8.417796984,0,0,29.26824685,24.61992283,12.13273414,22.74312818,18.07797099,44.59994348,0,0,0,11.81922068,11.83189241,56.05487173,0,5.749511833,9.458957818,11.37477255,5.749511833,23.20187978,20.45090557,10.02329115,17.03805547,5.563451492,35.22731882,10.04526663,0,0,98.54,14.9466022,18.53211525,0,32.06503449,5.563451492,6.066367068,31.37526582,6.9237372,0,4.722094864,27.93874273,32.33940984,11.97717653,9.965554644,10.59931573,0.351179166,0.228839043,6.458348841,0,1.615263955,-2.729532197,0.142857143,24,1,7,0,0,0,2,0,2,5,1,10,5,0,0,0,2,4.01942,91.6559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COc1ccc([N+](=O)[O-])cc1NC(=O)c1ccc(C[NH+]2CCCC(C)C2)cc1,4856,12.56594668,-0.50627336,12.56594668,0.106312017,0.592248601,384.456,358.248,384.1917827,148,0,0.271283661,-0.4945702,0.4945702,0.271283661,1.285714286,2.035714286,2.678571429,16.62836161,9.994510541,2.197609569,-2.274287742,2.288346627,-3.117999766,6.047638365,-0.921629619,1.677757668,851.2292418,20.09564736,16.23454282,16.23454282,13.4567288,9.52271324,9.52271324,7.421044944,7.421044944,5.176718541,5.176718541,3.722349333,3.722349333,-2.93,1973761.831,19.82120271,8.839048679,4.862997167,164.0048841,14.95356129,12.29426824,0,0,11.594566,0,14.90885545,0,0,0,19.05647134,31.04074445,29.17754317,30.81000768,19.35462092,17.28195228,0,0,5.917906046,26.31013685,25.51609896,63.70579073,0,5.749511833,14.95356129,11.37477255,5.749511833,0,31.02980113,6.544756406,16.03222431,35.68682061,42.46456948,0,0,0,85.91,4.923311049,14.90885545,0,17.28195228,11.31296332,12.46266245,56.8035063,17.03264387,12.13273414,12.2405258,4.736862954,5.189058101,0,24.62034966,13.68593138,1.870934473,0.806841285,11.65142197,2.575152854,5.646537343,1.453772936,0.380952381,28,2,7,0,1,1,2,0,2,4,2,7,6,0,1,1,3,2.6705,106.8423,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
O=C(C[NH+](Cc1ccccc1)Cc1ccccc1)Nc1ccc([N+](=O)[O-])cc1,4857,12.55627378,-0.461107133,12.55627378,0.001476193,0.468817838,376.436,354.26,376.165568,142,0,0.279075883,-0.321184192,0.321184192,0.279075883,0.821428571,1.321428571,1.785714286,16.62824549,10.14477358,2.161402917,-2.192578494,2.145851462,-3.100831093,5.910432129,-0.919149997,1.665290513,871.2766073,19.76937395,15.37618258,15.37618258,13.59735679,9.056934068,9.056934068,6.60368735,6.60368735,4.366334919,4.366334919,3.055297147,3.055297147,-3.51,2376786.314,19.25710073,9.433002053,5.752926484,163.1295537,10.21669833,13.08951281,6.544756406,0,11.594566,0,14.90885545,0,0,0,60.66367068,12.13273414,28.9470234,4.923311049,14.61775796,17.28195228,0,0,0,13.08951281,11.86154501,106.1703602,0,0,10.21669833,11.37477255,0,0,17.37524718,17.88405,10.11431827,11.12690298,84.92913896,0,0,0,76.68,4.923311049,14.90885545,0,11.594566,12.23214268,29.11632553,12.13273414,12.13273414,36.39820241,29.58225688,0,0,0,23.9452826,13.56968627,2.875844433,-0.128967309,25.99449565,0,1.74365835,0,0.136363636,28,2,6,0,0,0,3,0,3,3,2,6,8,0,0,0,3,2.8186,107.8478,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
COc1ccc([N+](=O)[O-])cc1NC(=O)c1ccc(C[NH+]2CCCC(C)C2)cc1,4858,12.56594668,-0.50627336,12.56594668,0.106312017,0.592248601,384.456,358.248,384.1917827,148,0,0.271283661,-0.4945702,0.4945702,0.271283661,1.285714286,2.035714286,2.678571429,16.62836161,9.994510541,2.197609569,-2.274287742,2.288346627,-3.117999766,6.047638365,-0.921629619,1.677757668,851.2292418,20.09564736,16.23454282,16.23454282,13.4567288,9.52271324,9.52271324,7.421044944,7.421044944,5.176718541,5.176718541,3.722349333,3.722349333,-2.93,1973761.831,19.82120271,8.839048679,4.862997167,164.0048841,14.95356129,12.29426824,0,0,11.594566,0,14.90885545,0,0,0,19.05647134,31.04074445,29.17754317,30.81000768,19.35462092,17.28195228,0,0,5.917906046,26.31013685,25.51609896,63.70579073,0,5.749511833,14.95356129,11.37477255,5.749511833,0,31.02980113,6.544756406,16.03222431,35.68682061,42.46456948,0,0,0,85.91,4.923311049,14.90885545,0,17.28195228,11.31296332,12.46266245,56.8035063,17.03264387,12.13273414,12.2405258,4.736862954,5.189058101,0,24.62034966,13.68593138,1.870934473,0.806841285,11.65142197,2.575152854,5.646537343,1.453772936,0.380952381,28,2,7,0,1,1,2,0,2,4,2,7,6,0,1,1,3,2.6705,106.8423,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
O=C([O-])c1cccc(NCc2ccccc2OCc2ccc([N+](=O)[O-])cc2)c1,4859,10.96353925,-1.226406193,10.96353925,0.034390205,0.47757645,377.376,360.24,377.1142952,142,0,0.268946151,-0.544813776,0.544813776,0.268946151,1,1.75,2.464285714,16.6283289,10.14143911,2.066269815,-2.13452902,2.216854881,-2.217100581,5.865381965,-0.384450546,1.648334736,986.095932,19.93251065,14.83087184,14.83087184,13.52487714,8.520547591,8.520547591,6.041770253,6.041770253,4.095342771,4.095342771,2.61907206,2.61907206,-3.87,2253432.269,18.90731101,8.677658151,4.851206271,160.9125569,19.95471614,12.3563938,0,0,5.687386275,0,10.11431827,0,0,0,30.33183534,41.45873833,29.92832831,10.89261634,19.56123858,17.34407784,0,0,0,13.15163837,5.316788604,99.60107757,0,5.749511833,15.16017895,11.37477255,5.749511833,0,10.89261634,13.15163837,10.11431827,21.48489166,72.79640482,0,0,0,104.53,10.89261634,20.01538285,0,17.85771973,17.98165451,11.12690298,24.26546827,24.26546827,24.26546827,5.316788604,4.736862954,5.859956591,0,21.23489896,24.84697659,2.504635122,-0.555657474,20.06542816,0,0.710428711,0,0.095238095,28,1,7,0,0,0,3,0,3,6,1,7,8,0,0,0,3,3.1494,101.9696,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(NC(=S)Nc1ccccc1[S-])c1ccc(-c2ccccc2[N+](=O)[O-])o1,4860,12.30140605,-0.584089191,12.30140605,0.028741077,0.297766048,398.445,386.349,398.0274714,136,0,0.292634779,-0.777715125,0.777715125,0.292634779,1.074074074,1.777777778,2.518518519,32.11696049,10.12425705,2.192432777,-2.15372547,2.30323087,-2.335572796,7.80151153,-0.383747943,1.73150729,1032.706026,19.38854058,13.67020603,15.30319919,12.9523975,7.674760036,8.491256617,5.342563498,6.190638194,3.558316617,4.118436729,2.33406678,2.734360923,-3.3,1517559.543,18.48986813,7.936210826,4.2749377,164.4978741,22.36272869,5.760247419,10.8726843,0,11.594566,0,20.22564406,0,4.895483476,0,30.33183534,36.48334172,11.75375334,10.48676254,14.13499917,47.24105175,0,5.316788604,0,4.895483476,5.316788604,76.53823637,0,11.32369891,10.63357721,11.37477255,0,12.21787344,15.94292766,12.62878915,10.11431827,10.5547846,69.9763051,0,11.32369891,0,97.41,10.83049078,14.90885545,0,27.88376949,10.58286975,0,18.19910121,42.46456948,0,10.63357721,29.26381353,5.472672168,10.26656553,23.48432413,16.50876538,0.762202404,-0.402430852,16.07456791,0,0,0,0,27,2,7,0,0,0,2,1,3,6,2,9,4,0,0,0,3,3.8874,106.5583,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ccc(N2CC(C(=O)Nc3cccc4ccccc34)CC2=O)cc1[N+](=O)[O-],4861,12.81189647,-0.526085601,12.81189647,0.042632491,0.53815032,389.411,370.259,389.1375561,146,0,0.273880596,-0.32520169,0.32520169,0.273880596,1.137931034,1.896551724,2.689655172,16.62838444,10.06101773,2.355114598,-2.170294752,2.308033347,-2.27803109,6.06611545,-0.38495144,1.539230755,1136.610474,20.54324112,15.79248688,15.79248688,13.93556075,9.278571004,9.278571004,7.149250596,7.149250596,5.24441987,5.24441987,3.664317061,3.664317061,-3.74,4869648.748,18.61532506,7.349388947,3.541605276,166.6396992,10.21669833,0,0,11.81435946,5.687386275,0,19.70339264,0,0,0,42.46456948,24.44269555,35.66900708,16.52860337,14.51238542,39.64896671,0,0,5.917906046,13.34455882,16.76145474,76.34144045,0,0,10.21669833,17.06215882,0,0,23.28242691,9.589074368,22.95596151,11.98427311,60.66367068,0,10.77244843,0,92.55,10.84121709,19.70339264,0,30.46732376,16.93822404,10.77244843,10.9662768,19.05647134,42.46456948,5.316788604,0,0,0,37.47578196,16.06788516,1.617902984,-0.984386338,18.08465233,0.067731639,1.837098922,0,0.181818182,29,1,7,0,1,1,3,0,3,4,1,7,4,0,1,1,4,4.04802,110.8711,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1nn(C)c(C)c1Cc1ccc(NC(=O)c2cc([N+](=O)[O-])ccc2Cl)cc1,4862,12.44857538,-0.565160587,12.44857538,0.05699326,0.50770413,398.85,379.698,398.1145681,144,0,0.269832369,-0.321948369,0.321948369,0.269832369,1.214285714,1.892857143,2.464285714,35.49569202,10.02956234,2.160569513,-2.082692701,2.236597858,-2.12474788,6.341162069,-0.384451003,1.747192385,1058.057914,20.42192077,15.6929088,16.44883774,13.25692795,8.5927966,8.970761073,6.522063855,6.929263981,4.656974144,4.986562365,2.982619804,3.185989752,-3.19,1730557.203,19.56824725,7.816738993,4.042122135,166.6451618,5.316788604,0,0,0,11.594566,0,19.59065839,0,5.098681808,0,23.73367403,37.6100271,42.5459935,21.20332385,9.717848233,28.88289217,0,9.780484743,7.047671983,20.26829602,5.316788604,85.67973153,0,0,5.316788604,11.37477255,0,11.60093989,20.61097552,13.46849361,23.96179267,32.87274765,42.46456948,5.022633314,0,0,90.06,10.83049078,14.90885545,0,16.27347108,5.687386275,23.3721291,23.7625527,12.13273414,37.70968345,10.41547041,11.60093989,1.86314305,6.017760813,22.79044802,18.20678712,4.838651115,-0.499631238,11.20706111,0.746469465,4.020267582,1.920154084,0.2,28,1,7,0,0,0,2,1,3,5,1,8,5,0,0,0,3,4.44164,107.9896,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccc(C(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)cc1[N+](=O)[O-],4863,12.57924896,-0.585506525,12.57924896,0.095771193,0.388880819,388.383,372.255,388.117155,144,0,0.31120207,-0.49013538,0.49013538,0.31120207,1.103448276,1.931034483,2.689655172,16.63090286,10.12715713,2.181312468,-2.077464552,2.281526382,-2.120237333,6.046941585,-0.385355722,1.599796935,1199.323444,20.38010441,15.37827331,15.37827331,14.04604519,8.739216692,8.739216692,6.281225807,6.281225807,4.420989804,4.420989804,3.010934158,3.010934158,-4.2,5740346.368,18.17674033,7.432352941,3.632633188,164.8638539,15.03763008,5.824404498,5.749511833,0,5.907179729,5.687386275,14.90885545,4.983978521,0,0,24.26546827,36.39820241,22.88065633,23.06651003,14.45471119,28.31535371,0,9.967957042,0,0,12.42658615,82.40780751,0,17.13736782,10.05365156,11.37477255,5.749511833,0,27.90824536,0,10.11431827,10.35798868,66.73003775,0,22.42125742,0,110.15,10.83049078,14.90885545,0,17.0003496,11.51179077,16.59685293,25.30889875,18.19910121,30.33183534,15.28474565,4.736862954,4.965509343,0,30.96476957,13.9343875,3.012886289,0.317894672,18.96562507,0,0,1.338927556,0.047619048,29,2,8,0,0,0,3,1,4,5,2,8,5,0,0,0,4,4.399,109.1313,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccc([N+](=O)[O-])cc1NC(=O)c1ccc(C[NH+]2CCCC(C)C2)cc1,4864,12.56594668,-0.50627336,12.56594668,0.106312017,0.592248601,384.456,358.248,384.1917827,148,0,0.271283661,-0.4945702,0.4945702,0.271283661,1.285714286,2.035714286,2.678571429,16.62836161,9.994510541,2.197609569,-2.274287742,2.288346627,-3.117999766,6.047638365,-0.921629619,1.677757668,851.2292418,20.09564736,16.23454282,16.23454282,13.4567288,9.52271324,9.52271324,7.421044944,7.421044944,5.176718541,5.176718541,3.722349333,3.722349333,-2.93,1973761.831,19.82120271,8.839048679,4.862997167,164.0048841,14.95356129,12.29426824,0,0,11.594566,0,14.90885545,0,0,0,19.05647134,31.04074445,29.17754317,30.81000768,19.35462092,17.28195228,0,0,5.917906046,26.31013685,25.51609896,63.70579073,0,5.749511833,14.95356129,11.37477255,5.749511833,0,31.02980113,6.544756406,16.03222431,35.68682061,42.46456948,0,0,0,85.91,4.923311049,14.90885545,0,17.28195228,11.31296332,12.46266245,56.8035063,17.03264387,12.13273414,12.2405258,4.736862954,5.189058101,0,24.62034966,13.68593138,1.870934473,0.806841285,11.65142197,2.575152854,5.646537343,1.453772936,0.380952381,28,2,7,0,1,1,2,0,2,4,2,7,6,0,1,1,3,2.6705,106.8423,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CC[N+](CC)(CC)CCCOC(=O)C(O)(c1ccccc1)C1CCCCC1,4865,13.02050052,-1.519945791,13.02050052,0.057456144,0.37688651,376.561,338.257,376.2846205,152,0,0.342632716,-0.46305347,0.46305347,0.342632716,1.074074074,1.666666667,2.222222222,16.54908281,9.731092335,2.465835026,-2.372095634,2.399090888,-2.485308195,5.811857036,-0.923013599,2.041307924,555.981347,19.75286609,17.45319998,17.45319998,13.02015103,10.82261695,10.82261695,7.970744111,7.970744111,6.743497935,6.743497935,4.552844511,4.552844511,-1.39,1132552.218,21.90498987,10.23538375,5.111805069,164.6686941,14.32642121,0,5.601050811,0,0,5.969305288,0,4.794537184,0,0,49.59430021,39.17630634,12.33872767,32.78590759,19.12095839,5.969305288,0,0,5.917906046,64.89719215,32.78590759,35.89528683,0,0,0,0,0,0,48.34477113,15.13245095,5.917906046,64.85959283,30.33183534,0,0,0,46.53,11.5703561,9.901064579,0,5.917906046,12.17033346,62.7661646,6.420821623,0,30.33183534,20.7712116,4.736862954,6.68956352,0,13.02050052,11.49515849,-0.850776683,-0.526719655,9.372922927,5.898258152,11.31775939,0,0.695652174,27,1,4,1,0,1,1,0,1,3,1,4,10,1,0,1,2,4.2643,109.2402,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
COc1ccc([N+](=O)[O-])cc1NC(=O)c1ccc(C[NH+]2CCCC(C)C2)cc1,4866,12.56594668,-0.50627336,12.56594668,0.106312017,0.592248601,384.456,358.248,384.1917827,148,0,0.271283661,-0.4945702,0.4945702,0.271283661,1.285714286,2.035714286,2.678571429,16.62836161,9.994510541,2.197609569,-2.274287742,2.288346627,-3.117999766,6.047638365,-0.921629619,1.677757668,851.2292418,20.09564736,16.23454282,16.23454282,13.4567288,9.52271324,9.52271324,7.421044944,7.421044944,5.176718541,5.176718541,3.722349333,3.722349333,-2.93,1973761.831,19.82120271,8.839048679,4.862997167,164.0048841,14.95356129,12.29426824,0,0,11.594566,0,14.90885545,0,0,0,19.05647134,31.04074445,29.17754317,30.81000768,19.35462092,17.28195228,0,0,5.917906046,26.31013685,25.51609896,63.70579073,0,5.749511833,14.95356129,11.37477255,5.749511833,0,31.02980113,6.544756406,16.03222431,35.68682061,42.46456948,0,0,0,85.91,4.923311049,14.90885545,0,17.28195228,11.31296332,12.46266245,56.8035063,17.03264387,12.13273414,12.2405258,4.736862954,5.189058101,0,24.62034966,13.68593138,1.870934473,0.806841285,11.65142197,2.575152854,5.646537343,1.453772936,0.380952381,28,2,7,0,1,1,2,0,2,4,2,7,6,0,1,1,3,2.6705,106.8423,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C[N+]1(CCC[N+]2(C)CC3C4CCCCC4=C4CCCCC4C3C2)CCOCC1,4867,5.605099749,0.965631239,5.605099749,0.965631239,0.51705041,388.64,344.288,388.3442669,158,0,0.102258131,-0.369750182,0.369750182,0.102258131,0.75,1.285714286,1.857142857,16.47836877,9.581932538,2.535058497,-2.44811696,2.554388926,-2.534129279,5.284534456,-0.92844155,1.27200549,571.6691013,19.19202368,18.63289184,18.63289184,13.57081009,12.53659427,12.53659427,11.54724478,11.54724478,9.563703998,9.563703998,8.059587006,8.059587006,-0.38,4280994.786,19.57564341,7.705263939,3.606473709,172.8322585,13.70292467,13.08951281,0,0,0,0,0,0,0,0,23.98785231,50.36074183,18.25663372,53.48813352,13.70292467,0,0,0,23.67162418,57.78739461,66.57764633,11.14620906,0,0,0,0,0,0,75.54370805,4.736862954,23.67162418,57.78739461,11.14620906,0,0,0,9.23,0,0,0,0,0,36.88538811,106.0219948,0,11.14620906,14.09534397,4.736862954,8.223504836,0,0,0,3.994506293,3.985461001,0,13.29803714,10.09428491,5.070872484,0.92,28,0,3,3,2,5,0,0,0,1,0,3,4,2,2,4,5,4.2365,114.9288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
C[N+]1(CCC[N+]2(C)CC3C4CCCCC4=C4CCCCC4C3C2)CCOCC1,4868,5.605099749,0.965631239,5.605099749,0.965631239,0.51705041,388.64,344.288,388.3442669,158,0,0.102258131,-0.369750182,0.369750182,0.102258131,0.75,1.285714286,1.857142857,16.47836877,9.581932538,2.535058497,-2.44811696,2.554388926,-2.534129279,5.284534456,-0.92844155,1.27200549,571.6691013,19.19202368,18.63289184,18.63289184,13.57081009,12.53659427,12.53659427,11.54724478,11.54724478,9.563703998,9.563703998,8.059587006,8.059587006,-0.38,4280994.786,19.57564341,7.705263939,3.606473709,172.8322585,13.70292467,13.08951281,0,0,0,0,0,0,0,0,23.98785231,50.36074183,18.25663372,53.48813352,13.70292467,0,0,0,23.67162418,57.78739461,66.57764633,11.14620906,0,0,0,0,0,0,75.54370805,4.736862954,23.67162418,57.78739461,11.14620906,0,0,0,9.23,0,0,0,0,0,36.88538811,106.0219948,0,11.14620906,14.09534397,4.736862954,8.223504836,0,0,0,3.994506293,3.985461001,0,13.29803714,10.09428491,5.070872484,0.92,28,0,3,3,2,5,0,0,0,1,0,3,4,2,2,4,5,4.2365,114.9288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
