Name,IC50,SMILES
4148,20,C1N(CCC(C1)(O)Cn1c(c2ccc(NCc3occc3)cc2nc1)=O)C(=O)CC(c1ccccc1)C
4148,20,O=C([C@H]1[C@@H](C(F)(CCC1)F)c1ccccc1)N1CCC(Cn2cnc3c(c2=O)ccn3-c2ccccc2)(O)CC1
4148,20,C([C@H]1[C@H](c2cscn2)CC(CC1)(F)F)(N1CCC(Cn2cnc3c(-c4ccccc4)scc3c2=O)(CC1)O)=O
4148,20,O(C)c1c(cc2c(C(=O)c3nc(c(nc3-2)C#N)C#N)c1)OC
4148,20,c1cc(ccc1)[C@@H]1CCC(F)(C[C@H]1C(=O)N1CCC(CC1)(O)Cn1cnc2c(csc2-c2ccccc2)c1=O)F
4149,20,O=C(CC(c1ccccc1)C)N1CCC(CC1)(Cn1c(c2c(nc1)cc(cc2)NCc1occc1)=O)O
4149,20,C1C(F)(F)[C@H]([C@H](C(N2CCC(O)(Cn3c(=O)c4ccn(c4nc3)-c3ccccc3)CC2)=O)CC1)c1ccccc1
4149,20,N1(C(=O)[C@@H]2CCC(F)(C[C@H]2c2cscn2)F)CCC(O)(CC1)Cn1c(c2c(c(sc2)-c2ccccc2)nc1)=O
4149,20,c1c(OC)c(OC)cc2-c3nc(c(nc3C(=O)c12)C#N)C#N
4149,20,C1[C@@H](C(N2CCC(O)(Cn3cnc4c(csc4-c4ccccc4)c3=O)CC2)=O)[C@@H](CCC1(F)F)c1ccccc1
4150,20,C1N(C(=O)CC(c2ccccc2)C)CCC(O)(Cn2cnc3cc(ccc3c2=O)NCc2ccco2)C1
4150,20,c1ccccc1-n1c2ncn(CC3(CCN(CC3)C([C@H]3[C@H](c4ccccc4)C(F)(CCC3)F)=O)O)c(=O)c2cc1
4150,20,c1scc([C@H]2[C@@H](CCC(F)(F)C2)C(N2CCC(CC2)(Cn2c(=O)c3c(c(sc3)-c3ccccc3)nc2)O)=O)n1
4150,20,N#Cc1c(C#N)nc2-c3c(cc(OC)c(c3)OC)C(=O)c2n1
4151,20,c1(C#N)c(C#N)nc2-c3cc(OC)c(cc3C(c2n1)=O)OC
4151,20,C1[C@@H](C(N2CCC(Cn3cnc4c(csc4-c4ccccc4)c3=O)(CC2)O)=O)[C@H](c2ccccc2)CCC1(F)F
4152,20,n1(c(=O)c2ccc(NCc3occc3)cc2nc1)CC1(O)CCN(CC1)C(CC(c1ccccc1)C)=O
4152,20,n1(CC2(O)CCN(CC2)C([C@H]2[C@@H](C(CCC2)(F)F)c2ccccc2)=O)c(c2c(n(-c3ccccc3)cc2)nc1)=O
4152,20,C1N(CCC(O)(Cn2cnc3c(csc3-c3ccccc3)c2=O)C1)C([C@H]1[C@H](c2cscn2)CC(CC1)(F)F)=O
4152,20,N#Cc1nc2-c3c(cc(c(c3)OC)OC)C(c2nc1C#N)=O
4152,20,O=c1c2csc(c2ncn1CC1(O)CCN(C([C@H]2[C@H](c3ccccc3)CCC(C2)(F)F)=O)CC1)-c1ccccc1
4153,20,c12c(n(CC3(CCN(CC3)C(CC(c3ccccc3)C)=O)O)cnc2cc(NCc2ccco2)cc1)=O
4153,20,C1N(CCC(O)(C1)Cn1c(c2ccn(-c3ccccc3)c2nc1)=O)C(=O)[C@@H]1CCCC(F)([C@H]1c1ccccc1)F
4153,20,c1ccc(cc1)-c1scc2c1ncn(c2=O)CC1(O)CCN(C(=O)[C@@H]2CCC(C[C@H]2c2cscn2)(F)F)CC1
4153,20,N#Cc1nc2c(-c3cc(c(cc3C2=O)OC)OC)nc1C#N
4153,20,N1(CCC(O)(CC1)Cn1c(=O)c2c(c(sc2)-c2ccccc2)nc1)C([C@H]1[C@@H](CCC(F)(C1)F)c1ccccc1)=O
4154,20,C1CC[C@@H](C(=O)N2CCC(O)(CC2)Cn2c(=O)c3ccn(c3nc2)-c2ccccc2)[C@@H](C1(F)F)c1ccccc1
4154,20,c1nc(cs1)[C@H]1[C@@H](CCC(F)(F)C1)C(N1CCC(Cn2cnc3c(c2=O)csc3-c2ccccc2)(O)CC1)=O
4154,20,COc1c(cc2c(c1)-c1c(C2=O)nc(c(C#N)n1)C#N)OC
4154,20,c1sc(-c2ccccc2)c2ncn(CC3(CCN(CC3)C([C@H]3[C@@H](CCC(C3)(F)F)c3ccccc3)=O)O)c(=O)c12
4155,20,c1c(NCc2occc2)cc2c(c1)c(=O)n(cn2)CC1(O)CCN(C(=O)CC(C)c2ccccc2)CC1
4155,20,C1(Cn2c(c3c(n(cc3)-c3ccccc3)nc2)=O)(O)CCN(CC1)C(=O)[C@H]1[C@H](c2ccccc2)C(F)(F)CCC1
4155,20,C1CC(O)(Cn2cnc3c(csc3-c3ccccc3)c2=O)CCN1C([C@H]1[C@@H](CC(CC1)(F)F)c1ncsc1)=O
4155,20,c1(scc2c(=O)n(cnc21)CC1(O)CCN(CC1)C(=O)[C@@H]1CC(F)(CC[C@H]1c1ccccc1)F)-c1ccccc1
4157,20,C1C(CCN(C(=O)[C@@H]2CCC(C[C@H]2c2cscn2)(F)F)C1)(O)Cn1cnc2c(-c3ccccc3)scc2c1=O
4157,20,C(#N)c1nc2c(C(c3c-2cc(OC)c(c3)OC)=O)nc1C#N
4157,20,c1(-c2scc3c2ncn(c3=O)CC2(O)CCN(C([C@H]3[C@H](c4ccccc4)CCC(C3)(F)F)=O)CC2)ccccc1
4158,20,C(n1cnc2c(c1=O)ccn2-c1ccccc1)C1(CCN(C(=O)[C@H]2[C@@H](C(F)(F)CCC2)c2ccccc2)CC1)O
4158,20,c1c(cccc1)-c1scc2c1ncn(c2=O)CC1(CCN(C([C@H]2[C@H](c3ccccc3)CCC(F)(F)C2)=O)CC1)O
4159,20,N1(C(CC(c2ccccc2)C)=O)CCC(Cn2c(c3ccc(cc3nc2)NCc2ccco2)=O)(CC1)O
4159,20,C(C1(O)CCN(CC1)C(=O)[C@@H]1CCCC(F)([C@H]1c1ccccc1)F)n1c(=O)c2c(nc1)n(cc2)-c1ccccc1
4159,20,C1C(F)(F)CC[C@H]([C@@H]1c1cscn1)C(=O)N1CCC(Cn2cnc3c(csc3-c3ccccc3)c2=O)(O)CC1
4159,20,C1(c2c(nc(c(C#N)n2)C#N)-c2c1cc(c(OC)c2)OC)=O
4159,20,c12c(scc2c(=O)n(cn1)CC1(O)CCN(C([C@H]2[C@@H](CCC(F)(F)C2)c2ccccc2)=O)CC1)-c1ccccc1
4160,20,c1ccc(cc1)C(CC(N1CCC(CC1)(Cn1cnc2c(c1=O)ccc(c2)NCc1ccco1)O)=O)C
4160,20,C1C[C@H]([C@@H](C(F)(F)C1)c1ccccc1)C(N1CCC(O)(CC1)Cn1cnc2n(ccc2c1=O)-c1ccccc1)=O
4160,20,c1c(-c2c3c(cs2)c(=O)n(CC2(O)CCN(CC2)C(=O)[C@@H]2CCC(C[C@H]2c2ncsc2)(F)F)cn3)cccc1
4160,20,O=C1c2cc(c(OC)cc2-c2nc(C#N)c(nc21)C#N)OC
4160,20,C(n1cnc2c(-c3ccccc3)scc2c1=O)C1(CCN(CC1)C(=O)[C@H]1[C@H](c2ccccc2)CCC(C1)(F)F)O
4385,20,c1(c2ccc(cc2ncn1CC1(O)CCN(C(CC(C)c2ccccc2)=O)CC1)NCc1ccco1)=O
4385,20,[C@@H]1(c2ccccc2)C(F)(F)CCC[C@H]1C(N1CCC(O)(CC1)Cn1cnc2c(ccn2-c2ccccc2)c1=O)=O
4385,20,n1cscc1[C@H]1[C@H](C(N2CCC(O)(Cn3c(c4c(nc3)c(sc4)-c3ccccc3)=O)CC2)=O)CCC(F)(C1)F
4385,20,c1(C#N)c(C#N)nc2c(n1)-c1cc(OC)c(OC)cc1C2=O
4385,20,c1(ccccc1)[C@H]1[C@@H](CC(F)(F)CC1)C(N1CCC(Cn2cnc3c(c2=O)csc3-c2ccccc2)(O)CC1)=O
4046,20.2,c1ccc(-n2c3ncn(c(=O)c3cc2)CC2(O)CCN(C(=O)[C@H]3[C@@H](C(F)(CCC3)F)c3ccccc3)CC2)cc1
4046,20.2,c12c(c(sc2)-c2ccccc2)ncn(CC2(CCN(CC2)C(=O)[C@H]2[C@H](c3cscn3)CC(F)(F)CC2)O)c1=O
4046,20.2,c1c2C(c3c(nc(C#N)c(C#N)n3)-c2cc(OC)c1OC)=O
4046,20.2,C(n1c(=O)c2c(c(-c3ccccc3)sc2)nc1)C1(O)CCN(C([C@@H]2CC(CC[C@H]2c2ccccc2)(F)F)=O)CC1
3970,20.3,C(CC(=O)N1CCC(CC1)(O)Cn1c(=O)c2ccc(NCc3occc3)cc2nc1)(c1ccccc1)C
3970,20.3,C1CN(C([C@@H]2CCCC([C@H]2c2ccccc2)(F)F)=O)CCC1(Cn1cnc2c(ccn2-c2ccccc2)c1=O)O
3970,20.3,c1nc([C@@H]2CC(F)(CC[C@H]2C(N2CCC(O)(Cn3cnc4c(csc4-c4ccccc4)c3=O)CC2)=O)F)cs1
3970,20.3,c1ccc(cc1)[C@@H]1CCC(C[C@H]1C(=O)N1CCC(O)(Cn2c(c3csc(c3nc2)-c2ccccc2)=O)CC1)(F)F
4209,21.1,c12ccc(cc1ncn(CC1(CCN(C(CC(C)c3ccccc3)=O)CC1)O)c2=O)NCc1occc1
4209,21.1,FC1([C@H]([C@H](C(=O)N2CCC(CC2)(O)Cn2cnc3c(c2=O)ccn3-c2ccccc2)CCC1)c1ccccc1)F
4209,21.1,FC1(F)C[C@@H](c2ncsc2)[C@@H](CC1)C(N1CCC(CC1)(Cn1c(c2csc(c2nc1)-c1ccccc1)=O)O)=O
4209,21.1,c12cc(OC)c(OC)cc1C(c1nc(C#N)c(nc-21)C#N)=O
4209,21.1,C1C[C@@H](c2ccccc2)[C@@H](CC1(F)F)C(=O)N1CCC(CC1)(O)Cn1cnc2c(c1=O)csc2-c1ccccc1
4211,21.8,o1cccc1CNc1ccc2c(n(cnc2c1)CC1(CCN(CC1)C(CC(c1ccccc1)C)=O)O)=O
4211,21.8,c1([C@@H]2C(F)(CCC[C@H]2C(=O)N2CCC(Cn3c(c4c(n(-c5ccccc5)cc4)nc3)=O)(O)CC2)F)ccccc1
4211,21.8,O=C1c2c(cc(c(OC)c2)OC)-c2c1nc(C#N)c(C#N)n2
4211,21.8,C1[C@H]([C@@H](CCC1(F)F)c1ccccc1)C(=O)N1CCC(CC1)(Cn1c(=O)c2c(c(-c3ccccc3)sc2)nc1)O
4332,22.6,c1c(NCc2ccco2)ccc2c1ncn(c2=O)CC1(O)CCN(C(=O)CC(c2ccccc2)C)CC1
4332,22.6,C1C(CCN(C([C@H]2[C@H](c3ccccc3)C(F)(CCC2)F)=O)C1)(O)Cn1cnc2c(c1=O)ccn2-c1ccccc1
4332,22.6,C1(F)(F)CC[C@H]([C@@H](C1)c1cscn1)C(=O)N1CCC(CC1)(O)Cn1c(c2c(nc1)c(sc2)-c1ccccc1)=O
4332,22.6,COc1cc2C(c3c(-c2cc1OC)nc(c(C#N)n3)C#N)=O
4332,22.6,[C@H]1(c2ccccc2)[C@H](C(N2CCC(O)(CC2)Cn2c(c3csc(c3nc2)-c2ccccc2)=O)=O)CC(F)(F)CC1
4338,22.6,c1cccc(C(C)CC(=O)N2CCC(O)(CC2)Cn2c(c3ccc(NCc4occc4)cc3nc2)=O)c1
4338,22.6,c1ccc(cc1)[C@H]1[C@H](C(=O)N2CCC(CC2)(Cn2c(c3c(nc2)n(-c2ccccc2)cc3)=O)O)CCCC1(F)F
4338,22.6,c1sc(-c2ccccc2)c2ncn(CC3(O)CCN(C([C@@H]4CCC(C[C@H]4c4cscn4)(F)F)=O)CC3)c(c21)=O
4338,22.6,c12cc(c(OC)cc1C(c1nc(C#N)c(C#N)nc1-2)=O)OC
4338,22.6,FC1(F)C[C@H]([C@H](c2ccccc2)CC1)C(N1CCC(O)(CC1)Cn1c(=O)c2csc(c2nc1)-c1ccccc1)=O
4047,22.7,c1n(CC2(CCN(CC2)C(=O)CC(C)c2ccccc2)O)c(c2ccc(cc2n1)NCc1ccco1)=O
4047,22.7,c1nc2c(c(n1CC1(O)CCN(CC1)C(=O)[C@H]1[C@H](c3ccccc3)C(F)(F)CCC1)=O)ccn2-c1ccccc1
4047,22.7,C(c1nc2c(nc1C#N)-c1c(cc(OC)c(OC)c1)C2=O)#N
4212,22.7,C1CN(C(=O)CC(C)c2ccccc2)CCC1(O)Cn1cnc2cc(NCc3occc3)ccc2c1=O
4212,22.7,C1CC[C@@H](C(=O)N2CCC(CC2)(Cn2cnc3n(ccc3c2=O)-c2ccccc2)O)[C@H](c2ccccc2)C1(F)F
4212,22.7,c1c(cccc1)-c1scc2c1ncn(c2=O)CC1(CCN(CC1)C([C@@H]1CCC(F)(F)C[C@H]1c1cscn1)=O)O
4212,22.7,C(c1nc2C(c3c(-c2nc1C#N)cc(c(c3)OC)OC)=O)#N
3981,23,c1c2c(c(n(CC3(O)CCN(CC3)C(=O)CC(C)c3ccccc3)cn2)=O)ccc1NCc1occc1
3981,23,n1(cnc2n(ccc2c1=O)-c1ccccc1)CC1(CCN(C([C@@H]2CCCC(F)(F)[C@H]2c2ccccc2)=O)CC1)O
3981,23,FC1(C[C@H]([C@@H](CC1)C(N1CCC(CC1)(Cn1c(=O)c2csc(-c3ccccc3)c2nc1)O)=O)c1ncsc1)F
3981,23,n1c2c(nc(C#N)c1C#N)-c1cc(c(cc1C2=O)OC)OC
3981,23,c12c(c(n(CC3(O)CCN(C(=O)[C@H]4[C@@H](CCC(F)(C4)F)c4ccccc4)CC3)cn2)=O)csc1-c1ccccc1
4213,23,c1c(NCc2ccco2)cc2ncn(c(c2c1)=O)CC1(O)CCN(C(=O)CC(C)c2ccccc2)CC1
4213,23,n1(c(c2ccn(-c3ccccc3)c2nc1)=O)CC1(CCN(CC1)C(=O)[C@@H]1CCCC([C@H]1c1ccccc1)(F)F)O
4213,23,n1cscc1[C@H]1[C@@H](CCC(C1)(F)F)C(=O)N1CCC(CC1)(O)Cn1c(=O)c2c(nc1)c(-c1ccccc1)sc2
4213,23,c1c(c(cc2c1C(c1c-2nc(c(n1)C#N)C#N)=O)OC)OC
4213,23,c1cccc([C@H]2[C@H](C(N3CCC(Cn4c(c5c(c(-c6ccccc6)sc5)nc4)=O)(O)CC3)=O)CC(F)(CC2)F)c1
4376,23,OC1(Cn2c(=O)c3c(cc(cc3)NCc3ccco3)nc2)CCN(C(CC(c2ccccc2)C)=O)CC1
4376,23,c1cccc(-n2c3ncn(c(c3cc2)=O)CC2(CCN(CC2)C([C@@H]2CCCC([C@H]2c2ccccc2)(F)F)=O)O)c1
4376,23,c1c2c(ncn(c2=O)CC2(CCN(C([C@@H]3CCC(F)(C[C@H]3c3ncsc3)F)=O)CC2)O)c(s1)-c1ccccc1
4376,23,O(c1cc2C(=O)c3c(-c2cc1OC)nc(C#N)c(n3)C#N)C
4376,23,c12ncn(c(c1csc2-c1ccccc1)=O)CC1(O)CCN(C([C@H]2[C@@H](CCC(F)(F)C2)c2ccccc2)=O)CC1
4384,23,c1cccc(c1)-n1ccc2c(=O)n(cnc21)CC1(CCN(CC1)C([C@@H]1CCCC(F)([C@H]1c1ccccc1)F)=O)O
4384,23,c1cc(-c2c3ncn(CC4(CCN(C([C@@H]5CCC(C[C@H]5c5ncsc5)(F)F)=O)CC4)O)c(c3cs2)=O)ccc1
4384,23,c1(scc2c1ncn(c2=O)CC1(CCN(CC1)C([C@@H]1CC(CC[C@H]1c1ccccc1)(F)F)=O)O)-c1ccccc1
4214,23.5,c12c(cc(OC)c(OC)c2)C(c2c-1nc(C#N)c(C#N)n2)=O
4214,23.5,C1CC(Cn2cnc3c(-c4ccccc4)scc3c2=O)(O)CCN1C([C@@H]1CC(CC[C@H]1c1ccccc1)(F)F)=O
4215,23.8,O=c1c2c(ncn1CC1(O)CCN(C(=O)CC(C)c3ccccc3)CC1)cc(cc2)NCc1occc1
4215,23.8,c1n(c(c2ccn(c2n1)-c1ccccc1)=O)CC1(CCN(CC1)C(=O)[C@H]1[C@H](c2ccccc2)C(CCC1)(F)F)O
4215,23.8,c1(C#N)nc2-c3c(cc(c(OC)c3)OC)C(c2nc1C#N)=O
4215,23.8,C1C(F)(F)C[C@H]([C@@H](C1)c1ccccc1)C(=O)N1CCC(Cn2cnc3c(c2=O)csc3-c2ccccc2)(O)CC1
4217,24.5,c12cc(ccc2c(=O)n(cn1)CC1(CCN(C(=O)CC(c2ccccc2)C)CC1)O)NCc1ccco1
4217,24.5,C(n1c(=O)c2c(n(cc2)-c2ccccc2)nc1)C1(O)CCN(C([C@H]2[C@H](c3ccccc3)C(CCC2)(F)F)=O)CC1
4217,24.5,N1(CCC(O)(CC1)Cn1cnc2c(csc2-c2ccccc2)c1=O)C(=O)[C@H]1[C@H](c2cscn2)CC(F)(CC1)F
4217,24.5,c1ccccc1[C@@H]1CCC(F)(C[C@H]1C(=O)N1CCC(CC1)(Cn1c(c2c(nc1)c(-c1ccccc1)sc2)=O)O)F
4218,24.5,c1nc2cc(NCc3ccco3)ccc2c(n1CC1(CCN(C(=O)CC(c2ccccc2)C)CC1)O)=O
4218,24.5,FC1([C@@H](c2ccccc2)[C@@H](CCC1)C(=O)N1CCC(CC1)(Cn1cnc2n(-c3ccccc3)ccc2c1=O)O)F
4218,24.5,c1scc(n1)[C@H]1[C@@H](CCC(F)(C1)F)C(=O)N1CCC(CC1)(Cn1c(=O)c2c(nc1)c(sc2)-c1ccccc1)O
4219,24.9,C1CC(O)(Cn2cnc3cc(NCc4ccco4)ccc3c2=O)CCN1C(CC(c1ccccc1)C)=O
4219,24.9,c1nc2n(ccc2c(=O)n1CC1(CCN(C([C@H]2[C@H](c3ccccc3)C(F)(F)CCC2)=O)CC1)O)-c1ccccc1
4219,24.9,[C@H]1(c2ncsc2)[C@H](C(=O)N2CCC(O)(CC2)Cn2cnc3c(csc3-c3ccccc3)c2=O)CCC(F)(F)C1
4219,24.9,C(#N)c1c(C#N)nc2C(=O)c3cc(OC)c(cc3-c2n1)OC
4219,24.9,c1(=O)c2c(c(-c3ccccc3)sc2)ncn1CC1(O)CCN(CC1)C([C@@H]1CC(CC[C@H]1c1ccccc1)(F)F)=O
4048,25,c1cc([C@@H]2C(F)(F)CCC[C@H]2C(=O)N2CCC(O)(Cn3c(c4ccn(c4nc3)-c3ccccc3)=O)CC2)ccc1
4048,25,C([C@H]1[C@H](c2ncsc2)CC(F)(CC1)F)(N1CCC(Cn2c(c3csc(-c4ccccc4)c3nc2)=O)(O)CC1)=O
4048,25,c1(n(cnc2c1csc2-c1ccccc1)CC1(CCN(C(=O)[C@@H]2CC(F)(F)CC[C@H]2c2ccccc2)CC1)O)=O
4341,25,O=C(N1CCC(CC1)(O)Cn1c(c2c(nc1)cc(cc2)NCc1ccco1)=O)CC(c1ccccc1)C
4341,25,c1n(c(=O)c2c(n(-c3ccccc3)cc2)n1)CC1(O)CCN(C([C@@H]2CCCC([C@H]2c2ccccc2)(F)F)=O)CC1
4341,25,C1(CCN(C(=O)[C@@H]2CCC(C[C@H]2c2ncsc2)(F)F)CC1)(Cn1cnc2c(c1=O)csc2-c1ccccc1)O
4341,25,c1(c(cc2C(=O)c3c(-c2c1)nc(C#N)c(C#N)n3)OC)OC
4341,25,c1sc(-c2ccccc2)c2c1c(n(CC1(O)CCN(C([C@H]3[C@H](c4ccccc4)CCC(F)(C3)F)=O)CC1)cn2)=O
4049,25.6,c1c2ncn(CC3(CCN(C(CC(c4ccccc4)C)=O)CC3)O)c(=O)c2ccc1NCc1ccco1
4049,25.6,n1cn(c(c2ccn(c12)-c1ccccc1)=O)CC1(O)CCN(CC1)C([C@@H]1CCCC([C@H]1c1ccccc1)(F)F)=O
4049,25.6,c1nc([C@@H]2CC(CC[C@H]2C(N2CCC(Cn3c(=O)c4csc(-c5ccccc5)c4nc3)(CC2)O)=O)(F)F)cs1
4049,25.6,c1c2C(c3nc(C#N)c(C#N)nc3-c2cc(c1OC)OC)=O
4049,25.6,c1(-c2c3c(cs2)c(n(cn3)CC2(O)CCN(C([C@@H]3CC(F)(CC[C@H]3c3ccccc3)F)=O)CC2)=O)ccccc1
4220,25.6,c1ccc(cc1)C(CC(N1CCC(O)(CC1)Cn1c(c2ccc(cc2nc1)NCc1ccco1)=O)=O)C
4220,25.6,c1cccc(c1)-n1c2ncn(c(=O)c2cc1)CC1(O)CCN(C([C@H]2[C@H](c3ccccc3)C(F)(CCC2)F)=O)CC1
4220,25.6,C1(O)(CCN(C([C@H]2[C@@H](CC(F)(CC2)F)c2ncsc2)=O)CC1)Cn1c(c2csc(-c3ccccc3)c2nc1)=O
4220,25.6,C1(=O)c2c(-c3cc(c(cc13)OC)OC)nc(c(n2)C#N)C#N
4220,25.6,c1(c2c(c(-c3ccccc3)sc2)ncn1CC1(CCN(CC1)C([C@@H]1CC(F)(CC[C@H]1c1ccccc1)F)=O)O)=O
4222,27.4,C1CC[C@H]([C@H](c2ccccc2)C1(F)F)C(N1CCC(Cn2cnc3n(ccc3c2=O)-c2ccccc2)(O)CC1)=O
4222,27.4,C1(CCN(CC1)C([C@@H]1CC(F)(CC[C@H]1c1ccccc1)F)=O)(O)Cn1c(c2csc(-c3ccccc3)c2nc1)=O
4494,27.41,c1ccccc1C(CC(N1CCC(CC1)(O)Cn1c(=O)c2ccc(cc2nc1)NCc1ccco1)=O)C
4494,27.41,c1cc(ccc1)[C@H]1[C@@H](CCCC1(F)F)C(=O)N1CCC(O)(Cn2c(=O)c3c(nc2)n(-c2ccccc2)cc3)CC1
4494,27.41,C1C(F)(CC[C@@H](C(N2CCC(Cn3c(=O)c4csc(c4nc3)-c3ccccc3)(CC2)O)=O)[C@@H]1c1cscn1)F
4494,27.41,n1c(C#N)c(C#N)nc2-c3cc(c(cc3C(c12)=O)OC)OC
4494,27.41,c1nc2c(scc2c(n1CC1(O)CCN(CC1)C([C@H]1[C@@H](CCC(C1)(F)F)c1ccccc1)=O)=O)-c1ccccc1
4050,27.7,C1C(O)(CCN(C(CC(c2ccccc2)C)=O)C1)Cn1cnc2cc(NCc3occc3)ccc2c1=O
4050,27.7,C1C(F)([C@H]([C@@H](CC1)C(=O)N1CCC(Cn2c(=O)c3ccn(c3nc2)-c2ccccc2)(O)CC1)c1ccccc1)F
4050,27.7,c1cc(ccc1)-c1c2ncn(CC3(CCN(C([C@@H]4CCC(F)(F)C[C@H]4c4cscn4)=O)CC3)O)c(c2cs1)=O
4050,27.7,N#Cc1nc2C(=O)c3c(cc(OC)c(c3)OC)-c2nc1C#N
4050,27.7,n1cn(c(c2c1c(-c1ccccc1)sc2)=O)CC1(CCN(CC1)C(=O)[C@H]1[C@@H](CCC(C1)(F)F)c1ccccc1)O
3503,28,c1c(occ1)CNc1ccc2c(n(CC3(CCN(C(=O)CC(c4ccccc4)C)CC3)O)cnc2c1)=O
3503,28,c1c(cccc1)-n1ccc2c1ncn(c2=O)CC1(CCN(CC1)C([C@@H]1CCCC([C@H]1c1ccccc1)(F)F)=O)O
3503,28,c1(-c2c3ncn(CC4(CCN(C([C@@H]5CCC(F)(C[C@H]5c5ncsc5)F)=O)CC4)O)c(c3cs2)=O)ccccc1
3503,28,c12-c3c(nc(c(C#N)n3)C#N)C(=O)c2cc(c(OC)c1)OC
3503,28,c1(=O)c2csc(-c3ccccc3)c2ncn1CC1(O)CCN(C([C@H]2[C@@H](CCC(F)(F)C2)c2ccccc2)=O)CC1
4223,28.1,c1cc(oc1)CNc1cc2ncn(CC3(CCN(CC3)C(CC(C)c3ccccc3)=O)O)c(c2cc1)=O
4223,28.1,c1nc2n(-c3ccccc3)ccc2c(=O)n1CC1(CCN(C([C@H]2[C@@H](C(F)(F)CCC2)c2ccccc2)=O)CC1)O
4223,28.1,C(N1CCC(Cn2cnc3c(c2=O)csc3-c2ccccc2)(O)CC1)(=O)[C@H]1[C@H](c2cscn2)CC(F)(CC1)F
4223,28.1,c12C(c3cc(OC)c(OC)cc3-c2nc(C#N)c(C#N)n1)=O
4337,28.1,[C@@H]1(c2cscn2)CC(F)(F)CC[C@H]1C(=O)N1CCC(CC1)(O)Cn1cnc2c(c1=O)csc2-c1ccccc1
4337,28.1,n1c2c(csc2-c2ccccc2)c(n(CC2(CCN(CC2)C([C@H]2[C@@H](CCC(F)(F)C2)c2ccccc2)=O)O)c1)=O
4224,28.7,O=c1c2c(ncn1CC1(O)CCN(CC1)C(=O)CC(c1ccccc1)C)cc(cc2)NCc1occc1
4224,28.7,N1(C([C@H]2[C@H](c3ccccc3)C(CCC2)(F)F)=O)CCC(CC1)(Cn1cnc2n(-c3ccccc3)ccc2c1=O)O
4224,28.7,c12-c3c(nc(c(C#N)n3)C#N)C(=O)c2cc(c(c1)OC)OC
4224,28.7,[C@H]1(CC(CC[C@H]1c1ccccc1)(F)F)C(N1CCC(O)(Cn2cnc3c(csc3-c3ccccc3)c2=O)CC1)=O
4225,29.2,C(N1CCC(O)(Cn2cnc3c(c2=O)ccc(NCc2ccco2)c3)CC1)(CC(c1ccccc1)C)=O
4225,29.2,c1cn(c2c1c(=O)n(CC1(CCN(CC1)C(=O)[C@@H]1CCCC(F)([C@H]1c1ccccc1)F)O)cn2)-c1ccccc1
4225,29.2,C1N(C([C@@H]2CCC(F)(F)C[C@H]2c2cscn2)=O)CCC(Cn2c(=O)c3c(c(-c4ccccc4)sc3)nc2)(O)C1
4225,29.2,c1(OC)cc2-c3c(C(c2cc1OC)=O)nc(C#N)c(C#N)n3
4225,29.2,[C@H]1(CC(F)(CC[C@H]1c1ccccc1)F)C(=O)N1CCC(CC1)(O)Cn1cnc2c(c1=O)csc2-c1ccccc1
4226,29.8,N(c1cc2ncn(CC3(CCN(C(=O)CC(c4ccccc4)C)CC3)O)c(=O)c2cc1)Cc1ccco1
4226,29.8,c12ccn(c2ncn(CC2(CCN(C(=O)[C@@H]3CCCC(F)([C@H]3c3ccccc3)F)CC2)O)c1=O)-c1ccccc1
4226,29.8,C1[C@@H](c2ncsc2)[C@H](C(N2CCC(CC2)(O)Cn2c(c3csc(c3nc2)-c2ccccc2)=O)=O)CCC1(F)F
4226,29.8,c1(OC)cc2C(=O)c3c(-c2cc1OC)nc(C#N)c(C#N)n3
4226,29.8,n1cn(CC2(CCN(C(=O)[C@@H]3CC(F)(CC[C@H]3c3ccccc3)F)CC2)O)c(c2c1c(sc2)-c1ccccc1)=O
4161,30,c1cc(ccc1)C(C)CC(=O)N1CCC(O)(CC1)Cn1cnc2c(ccc(NCc3occc3)c2)c1=O
4161,30,C1CC(Cn2c(c3c(nc2)n(cc3)-c2ccccc2)=O)(O)CCN1C(=O)[C@@H]1CCCC([C@H]1c1ccccc1)(F)F
4161,30,c1(=O)c2c(c(-c3ccccc3)sc2)ncn1CC1(CCN(CC1)C([C@@H]1CCC(F)(F)C[C@H]1c1cscn1)=O)O
4161,30,C1N(CCC(Cn2c(c3c(nc2)c(sc3)-c2ccccc2)=O)(O)C1)C([C@@H]1CC(CC[C@H]1c1ccccc1)(F)F)=O
4162,30,C(Nc1ccc2c(ncn(c2=O)CC2(CCN(C(=O)CC(c3ccccc3)C)CC2)O)c1)c1occc1
4162,30,c1cc([C@@H]2C(F)(F)CCC[C@H]2C(=O)N2CCC(Cn3c(c4c(n(cc4)-c4ccccc4)nc3)=O)(CC2)O)ccc1
4162,30,O=c1n(cnc2c1csc2-c1ccccc1)CC1(O)CCN(CC1)C([C@@H]1CCC(C[C@H]1c1cscn1)(F)F)=O
4162,30,c12c(-c3nc(C#N)c(nc3C2=O)C#N)cc(OC)c(OC)c1
4162,30,c1cc(-c2scc3c2ncn(CC2(O)CCN(C(=O)[C@H]4[C@@H](CCC(C4)(F)F)c4ccccc4)CC2)c3=O)ccc1
