Name,canonical smi,IC50,Unit,Source,Source type
682,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)CCN(C)C4=O)sc23)c1CC1CNCC2(CCC2)O1,0.005,uM,WO2020068600A1,Patent
683,Cc1cc(Cl)cc(-c2ccnc3cc(Cn4c(=O)ccn(C)c4=O)sc23)c1CC1CNCC2(CCC2)O1,0.005,uM,WO2020068600A1,Patent
684,Cc1cc(Cl)cc(-c2ccnc3c(F)c(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
685,Cc1cc(Cl)cc(-c2ccnc3c(F)c(CN4C(=O)CNC4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
686,Cc1cc(Cl)cc(-c2ccnc3c(F)c(CN4C(=O)CCN(C)C4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
687,Cc1cc(Cl)cc(-c2ccnc3c(F)c(CN4C(=O)CCC4CF)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
688,O=C1C2CC2C(=O)N1Cc1cc2nccc(-c3cc(Cl)cc(Cl)c3CC3CNCC4(CCC4)O3)c2s1,0.005,uM,WO2020068600A1,Patent
689,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
690,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
691,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCC4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
692,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1CC1CNCC(C)(C)O1,0.005,uM,WO2020068600A1,Patent
693,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1CC1CNCC(C)O1,0.005,uM,WO2020068600A1,Patent
694,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1CC1(C)CNCCO1,0.005,uM,WO2020068600A1,Patent
695,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1CC1(C)CNCCO1,0.005,uM,WO2020068600A1,Patent
696,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1CC1CNC(C)(C)CO1,0.005,uM,WO2020068600A1,Patent
697,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1CC1OCCNC1(C)C,0.005,uM,WO2020068600A1,Patent
698,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1CC1OCCNC1C,0.005,uM,WO2020068600A1,Patent
699,COC(=O)C1CC1C(=O)NCc1cc2ncnc(-c3cc(Cl)cc(C)c3CC3OCCNC3C)c2s1,0.005,uM,WO2020068600A1,Patent
700,Cc1cc(Cl)cc(-c2ncnc3cc(Cn4c(=O)ccn(C)c4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
701,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCCC4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
702,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCN(C)C4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
703,Cc1cc(Cl)cc(-c2ncnc3cc(Cn4c(=O)ccn(C5CC5)c4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
704,Cc1cc(Cl)cc(-c2ncnc3cc(Cn4c(=O)ccn(C5CCC5)c4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
705,Cc1cc(Cl)cc(-c2ncnc3cc(Cn4c(=O)ccn(CC(F)(F)F)c4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
706,Cc1cc(Cl)cc(-c2ncnc3cc(Cn4c(=O)c(F)cn(C(C)C)c4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
707,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)COCC4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
708,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CCC5C4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
709,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CSC4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
710,Cc1cc(Cl)cc(-c2ncnc3cc(CN4CCOCC4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
711,Cc1cc(Cl)cc(-c2ncnc3ccsc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
712,Cc1cc(Cl)cc(-c2ncnc3cc(CN4CCCC4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
713,Cc1cc(Cl)cc(-c2ncnc3cc(CN4CCCCC4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
714,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CN(CC(F)(F)F)C4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
715,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)NC(C)C4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
716,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)COC4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
717,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)c5ccccc5C4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
718,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CCC5C4=O)sc23)c1CC1CNCC(C)(C)O1,0.005,uM,WO2020068600A1,Patent
719,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)NC(C)C4=O)sc23)c1CC1CNCC(C)(C)O1,0.005,uM,WO2020068600A1,Patent
720,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CCCCN5C4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
721,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1CC1CNCCOC1,0.005,uM,WO2020068600A1,Patent
722,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1CC1CNCCS1,0.005,uM,WO2020068600A1,Patent
723,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CCCN5C4=O)sc23)c1CC1CNCCO1,0.005,uM,WO2020068600A1,Patent
724,CCC1NC(=O)N(Cc2cc3ncnc(-c4cc(Cl)cc(C)c4CC4CNCCO4)c3s2)C1=O,0.005,uM,WO2020068600A1,Patent
725,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1CC1CNCCCO1,0.005,uM,WO2020068600A1,Patent
726,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCC4=O)sc23)c1CC1CNCC(C)(C)O1,0.005,uM,WO2020068600A1,Patent
727,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CCCN5C4=O)sc23)c1CC1CNCC(C)(C)O1,0.005,uM,WO2020068600A1,Patent
728,Cc1cc(Cl)cc(-c2ncnc3cc(Cn4c(=O)ccn(C)c4=O)sc23)c1CC1CNCC(C)(C)O1,0.005,uM,WO2020068600A1,Patent
729,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCN(C)C4=O)sc23)c1CC1CNCC(C)(C)O1,0.005,uM,WO2020068600A1,Patent
730,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCC4C(F)(F)F)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
731,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCC4(C)C#N)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
732,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1CC1CN(C(=O)C(F)(F)F)CCO1,0.055,uM,WO2020068600A1,Patent
733,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)N(C)C(C)(C)C4=O)sc23)c1CC1CNCCO1,0.055,uM,WO2020068600A1,Patent
734,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1CC1CN(C(=O)C(F)(F)F)CCO1,0.055,uM,WO2020068600A1,Patent
735,Cc1cc(Cl)cc(-c2ncnc3cc(CNC4(CCC(=O)O)CC4)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
736,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCC45CC5)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
737,O=C1CCC(=O)N1Cc1cc2ncnc(-c3cc(Cl)cc(Cl)c3CC3CNCCO3)c2s1,0.055,uM,WO2020068600A1,Patent
738,CN1CCC(=O)N(Cc2cc3ncnc(-c4cc(Cl)cc(Cl)c4CC4CNCCO4)c3s2)C1=O,0.055,uM,WO2020068600A1,Patent
739,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCC4CO)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
740,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1CC1CNCC2(CCC2)O1,0.055,uM,WO2020068600A1,Patent
741,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1CC1CNCC2(CC2)O1,0.055,uM,WO2020068600A1,Patent
742,Cc1cc(Cl)cc(-c2ncnc3cc(C(C)N4C(=O)C5C(C4=O)C5(C)C)sc23)c1CC1CNCCO1,0.055,uM,WO2020068600A1,Patent
743,CN1CCC(=O)N(Cc2cc3ncnc(-c4cc(Cl)cc(Cl)c4CC4CNCC(C)(C)O4)c3s2)C1=O,0.055,uM,WO2020068600A1,Patent
744,CC1(C)CNCC(Cc2c(Cl)cc(Cl)cc2-c2ncnc3cc(CN4C(=O)CCC4=O)sc23)O1,0.055,uM,WO2020068600A1,Patent
745,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCC4CF)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
746,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)c1CC1CNCC2(COC2)O1,0.055,uM,WO2020068600A1,Patent
747,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCN(C)C4=O)sc23)c1CC1CNCC2(CCC2)O1,0.055,uM,WO2020068600A1,Patent
748,Cc1cc(Cl)cc(-c2ncnc3cc(Cn4c(=O)ccn(C)c4=O)sc23)c1CC1CNCC2(CCC2)O1,0.055,uM,WO2020068600A1,Patent
749,COC(=O)C1CCC(=O)N1Cc1cc2ncnc(-c3cc(Cl)cc(C)c3CC3CNCC(C)(C)O3)c2s1,0.055,uM,WO2020068600A1,Patent
750,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCC4C(=O)O)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
751,CC1(C)C2C(=O)N(Cc3cc4ncnc(-c5cc(Cl)cc(Cl)c5CC5CNCCO5)c4s3)C(=O)C21,0.055,uM,WO2020068600A1,Patent
752,CC1(C)CNCC(Cc2c(Cl)cc(Cl)cc2-c2ncnc3cc(CN4C(=O)C5CC5C4=O)sc23)O1,0.055,uM,WO2020068600A1,Patent
753,Cc1cc(Cl)cc(-c2ncnc3cc(CN4CC(C(F)F)CC4=O)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
754,COCC1CCC(=O)N1Cc1cc2ncnc(-c3cc(Cl)cc(C)c3CC3CNCC(C)(C)O3)c2s1,0.055,uM,WO2020068600A1,Patent
755,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCC4C(F)F)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
756,Cc1cc(Cl)cc(-c2ncnc3cc(CN4CC(CO)CC4=O)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
757,CCC1CCC(=O)N1Cc1cc2ncnc(-c3cc(Cl)cc(C)c3CC3CNCC(C)(C)O3)c2s1,0.055,uM,WO2020068600A1,Patent
758,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)N(C)C(C)(C)C4=O)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
759,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)COC4=O)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
760,Cc1cc(Cl)cc(-c2ncnc3cc(CN4CCCC4=O)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
761,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCN(CC(F)(F)F)C4=O)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
762,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCC4=O)sc23)c1CC1CNCC2(COC2)O1,0.055,uM,WO2020068600A1,Patent
763,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCN(C)C4=O)sc23)c1CC1CNCC2(COC2)O1,0.055,uM,WO2020068600A1,Patent
764,Cc1cc(Cl)cc(-c2ncnc3cc(Cn4cccc4C#N)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
765,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCN(CC(F)F)C4=O)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
766,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCC4C)sc23)c1CC1CNCC(C)(C)O1,0.055,uM,WO2020068600A1,Patent
767,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CNC4=O)sc23)c1CC1CNCCO1,0.055,uM,WO2020068600A1,Patent
768,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)NC(C(C)C)C4=O)sc23)c1CC1CNCCO1,0.055,uM,WO2020068600A1,Patent
769,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CCNC4=O)sc23)c1CC1CNCCO1,0.055,uM,WO2020068600A1,Patent
770,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)CC(C)NC4=O)sc23)c1CC1CNCCO1,0.055,uM,WO2020068600A1,Patent
771,Cc1cc(Cl)cc(-c2ncnc3cc(CN4C(=O)NCC(C)C4=O)sc23)c1CC1CNCCO1,0.055,uM,WO2020068600A1,Patent
772,CC1(C)CNCC(Cc2c(-c3ncnc4cc(CN5C(=O)C6CC6C5=O)sc34)cc(Cl)cc2C(F)F)O1,0.055,uM,WO2020068600A1,Patent
773,CC1(C)CNCC(Cc2c(Cl)cc(Cl)cc2-c2ncnc3cc(Cn4cnccc4=O)sc23)O1,0.055,uM,WO2020068600A1,Patent
774,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnn6c(-c7ccc(O)cc7)cnc6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,0.00118,uM,WO2020207352A1,Patent
775,Cc1onc(Cc2ccccc2)c1C(=O)N1CCC(O)(Cn2cnn3c(-c4ccc(CN)cc4)cnc3c2=O)CC1,0.00191,uM,WO2020207352A1,Patent
776,Cn1cc(C(=O)N2CCC(O)(Cn3cnn4c(-c5ccc(CN)cc5)cnc4c3=O)CC2)c(Cc2ccccc2)n1,0.00192,uM,WO2020207352A1,Patent
777,NCc1ccc(-c2cnc3c(=O)n(CC4(O)CCN(C(=O)CC(c5ccccc5)C(F)F)CC4)cnn23)cc1,0.01243,uM,WO2020207352A1,Patent
778,Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnn6c(-c7ccc(CN)cc7)cnc6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,0.01927,uM,WO2020207352A1,Patent
779,CNC1Cc2ccc(-c3cnc4c(=O)n(CC5(O)CCN(C(=O)CC(C)c6ccccc6)CC5)cnn34)cc2C1,0.02266,uM,WO2020207352A1,Patent
780,CC(CC(=O)N1CCC(O)(Cn2cnn3c(-c4ccc5c(c4)CC(N)C5)cnc3c2=O)CC1)c1ccccc1,0.03749,uM,WO2020207352A1,Patent
781,CNC1CCc2cc(-c3cnc4c(=O)n(CC5(O)CCN(C(=O)CC(C)c6ccccc6)CC5)cnn34)ccc21,0.03954,uM,WO2020207352A1,Patent
782,CC(CC(=O)N1CCC(O)(Cn2cnn3c(-c4ccc(CN)cc4)cnc3c2=O)CC1)c1ccccc1,0.04226,uM,WO2020207352A1,Patent
783,CNC1Cc2ccc(-c3cnc4c(=O)n(CC5(O)CCN(C(=O)CC(C(F)F)n6ccc(F)n6)CC5)cnn34)cc2C1,0.04676,uM,WO2020207352A1,Patent
784,CC(CC(=O)N1CCC(O)(Cn2cnn3c(-c4ccc5c(c4)CNC5)cnc3c2=O)CC1)c1ccccc1,0.05051,uM,WO2020207352A1,Patent
785,CNC1Cc2ccc(-c3cnc4c(=O)n(CC5(O)CCN(C(=O)CC(c6ccccc6)C6CC6)CC5)cnn34)cc2C1,0.07756,uM,WO2020207352A1,Patent
786,CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc5c(c4)CC(N)C5)n(C)nc3c2=O)CC1)c1ccccc1,0.00113,uM,CN111808105A,Patent
787,CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc5c(c4)C(N)CO5)n(C)nc3c2=O)CC1)c1ccccc1,0.0337,uM,CN111808105A,Patent
788,CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc5c(c4)C(N)CC5)n(C)nc3c2=O)CC1)c1ccccc1,0.01033,uM,CN111808105A,Patent
789,Cn1nc2c(=O)n(CC3(O)CCN(C(=O)CC(C(F)F)n4ccc(F)n4)CC3)cnc2c1-c1ccc2c(c1)CCC2=O,0.0727,uM,CN111808105A,Patent
790,CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc5c(c4)NCC5)n(C)nc3c2=O)CC1)c1ccccc1,0.01474,uM,CN111808105A,Patent
791,CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc5c(c4)CCC5=O)n(C)nc3c2=O)CC1)c1ccccc1,0.00413,uM,CN111808105A,Patent
792,CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc5c(c4)CCC5N)n(C)nc3c2=O)CC1)c1ccccc1,0.0033,uM,CN111808105A,Patent
793,CNC1CCc2cc(-c3c4ncn(CC5(O)CCN(C(=O)CC(C)c6ccccc6)CC5)c(=O)c4nn3C)ccc21,0.00029,uM,CN111808105A,Patent
794,CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc5c(c4)CCC5N(C)C)n(C)nc3c2=O)CC1)c1ccccc1,0.01469,uM,CN111808105A,Patent
795,CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc5c(c4)CCC5O)n(C)nc3c2=O)CC1)c1ccccc1,0.02534,uM,CN111808105A,Patent
796,CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc5c(c4)CCC5(C)O)n(C)nc3c2=O)CC1)c1ccccc1,0.00353,uM,CN111808105A,Patent
797,CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc5c(c4)CCN5)n(C)nc3c2=O)CC1)c1ccccc1,0.01882,uM,CN111808105A,Patent
798,CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc5c(c4)CNC5)n(C)nc3c2=O)CC1)c1ccccc1,0.00231,uM,CN111808105A,Patent
799,CNC1CCc2cc(-c3c4ncn(CC5(O)CCN(C(=O)CC(c6ccccc6)C(F)F)CC5)c(=O)c4nn3C)ccc21,0.01136,uM,CN111808105A,Patent
800,CNC1CCc2cc(-c3c4ncn(CC5(O)CCN(C(=O)CC(C)n6cccc6)CC5)c(=O)c4nn3C)ccc21,0.0579,uM,CN111808105A,Patent
801,CNC1CCc2cc(-c3c4ncn(CC5(O)CCN(C(=O)CC(c6ccccc6)C(F)(F)F)CC5)c(=O)c4nn3C)ccc21,0.00924,uM,CN111808105A,Patent
802,CC(CC(=O)N1CCC(O)(Cn2cnc3c(-c4ccc5c(c4)CCNC5)n(C)nc3c2=O)CC1)c1ccccc1,0.10138,uM,CN111808105A,Patent
803,CNC1CCc2cc(-c3c4ncn(CC5(O)CCN(C(=O)C6CCN(C(=O)c7sc(-c8ccc(C)nc8)nc7C)CC6c6ccccc6)CC5)c(=O)c4nn3C)ccc21,0.01042,uM,CN111808105A,Patent
804,O=C(Nc1nc2ccc(NS(=O)(=O)c3ccc([N+](=O)[O-])cc3)cc2s1)c1ccco1,0.4,uM,CN111763201A,Patent
805,CN1CCC(C(=O)Nc2nc3ccc(NS(=O)(=O)c4cccs4)cc3s2)CC1,0.4,uM,CN111763201A,Patent
806,O=C(Nc1nc2ccc(NS(=O)(=O)c3cccs3)cc2s1)c1ccco1,2.2,uM,CN111763201A,Patent
807,CS(=O)(=O)c1ccc(S(=O)(=O)Nc2ccc3nc(NC(=O)c4ccco4)sc3c2)cc1,2.5,uM,CN111763201A,Patent
808,O=C(Nc1nc2c(O)cc(NS(=O)(=O)c3cccs3)cc2s1)c1ccco1,2.6,uM,CN111763201A,Patent
809,Cc1ccc(S(=O)(=O)Nc2cc(O)c3nc(NC(=O)c4ccco4)sc3c2)cc1,2.9,uM,CN111763201A,Patent
810,CN1CCC(C(=O)Nc2nc3ccc(NS(=O)(=O)CCCNC(=O)c4ccc(C(=O)O)cc4)cc3s2)CC1,3.2,uM,CN111763201A,Patent
811,O=C(Nc1nc2ccc(NCc3ccc([N+](=O)[O-])cc3)cc2s1)c1ccco1,3.3,uM,CN111763201A,Patent
812,O=C(Nc1nc2ccc(NS(=O)(=O)c3cccs3)cc2s1)C1CCNCC1,3.7,uM,CN111763201A,Patent
813,O=C(Nc1nc2ccc(N(S(=O)(=O)c3cccs3)S(=O)(=O)c3cccs3)cc2s1)C1CCNCC1,3.9,uM,CN111763201A,Patent
814,O=C(Cc1ccc([N+](=O)[O-])cc1)Nc1ccc2nc(NC(=O)c3ccco3)sc2c1,5.4,uM,CN111763201A,Patent
815,N#Cc1ccc(C(=O)Nc2ccc3nc(NC(=O)c4ccco4)sc3c2)cc1,8.4,uM,CN111763201A,Patent
816,O=C(Nc1nc2ccc(N(S(=O)(=O)c3cccs3)S(=O)(=O)c3cccs3)cc2s1)N1CCNCC1,8.9,uM,CN111763201A,Patent
817,O=C(O)c1csc(S(=O)(=O)Nc2ccc3nc(NC(=O)C4CCNCC4)sc3c2)c1,9.7,uM,CN111763201A,Patent
818,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,7,uM,CN105534991A,Patent
819,Cn1cc(C(=O)CCl)cc1C(=O)NCCCCC(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1,5.5,uM,WO2019067503A1,Patent
820,O=C(NCCCCC(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1)c1ccc2c(c1)CCCN2C(=O)CCl,5.5,uM,WO2019067503A1,Patent
821,O=C(C1CC1c1ccccc1)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1,5.5,uM,WO2019067503A1,Patent
822,CC(=O)Nc1cccc2c(=O)n(CC3(O)CCN(C(=O)CC(C)c4ccccc4)CC3)cnc12,5.5,uM,WO2019067503A1,Patent
823,CC(=O)Nc1ccc2c(=O)n(CC3(O)CCN(C(=O)CCc4ccccc4)CC3)cnc2c1,5.5,uM,WO2019067503A1,Patent
824,O=C(CC(c1ccccc1)c1ccccc1)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1,5.5,uM,WO2019067503A1,Patent
825,O=C(NCCCC(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1)c1ccc2c(Cl)c3c(nc2c1)CCCC3,5.5,uM,WO2019067503A1,Patent
826,COC(Cc1ccccc1)C(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1,5.5,uM,WO2019067503A1,Patent
827,CC(C(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1)C(C)c1ccccc1,5.5,uM,WO2019067503A1,Patent
828,CCC(Cc1ccccc1)C(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1,5.5,uM,WO2019067503A1,Patent
829,O=C(NC(Cc1ccccc1)C(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1)c1ccc2c(Cl)c3c(nc2c1)CCCC3,5.5,uM,WO2019067503A1,Patent
830,CC(CC(=O)N1CCC(O)(Cn2cnc3c(N)cccc3c2=O)CC1)c1ccccc1,5.5,uM,WO2019067503A1,Patent
831,CC(CC(=O)N1CCC(O)(Cn2cnc3cc(NC(=O)CCN4CCN(C)CC4)ccc3c2=O)CC1)c1ccccc1,0.19,uM,WO2019067503A1,Patent
832,CC(C)C(CC(=O)N1CCC(O)(Cn2cnc3cc(NC(=O)CCN4CCN(C)CC4)ccc3c2=O)CC1)c1ccccc1,0.27,uM,WO2019067503A1,Patent
833,CC(Cc1ccccc1)C(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1,0.6,uM,WO2019067503A1,Patent
834,CN(Cc1ccccc1)C(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1,0.6,uM,WO2019067503A1,Patent
835,CCN(Cc1ccccc1)C(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1,0.6,uM,WO2019067503A1,Patent
836,CC(=O)Nc1ccc2c(=O)n(CC3(O)CCN(C(=O)CC(C)c4ccccc4)CC3)cnc2c1,2,uM,WO2019067503A1,Patent
837,CC(C)C(Cc1ccccc1)C(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1,0.6,uM,WO2019067503A1,Patent
838,O=C(NCCCCC(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1)c1ccc2c(Cl)c3c(nc2c1)CCCC3,0.6,uM,WO2019067503A1,Patent
839,O=C(CCc1ccccc1)N1CCC(Cn2cnc3cc(Cl)ccc3c2=O)CC1,0.1,uM,WO2019067503A1,Patent
840,CC(CC(=O)N1CCC(O)(Cn2cnc3cc(NC(=O)CCN4CCOCC4)ccc3c2=O)CC1)c1ccccc1,0.48,uM,WO2019067503A1,Patent
841,CC(CC(=O)N1CCC(O)(Cn2cnc3cc(NC(=O)CCN(C)C)ccc3c2=O)CC1)c1ccccc1,0.13,uM,WO2019067503A1,Patent
842,CC(CC(=O)N1CCC(O)(Cn2cnc3cc(NC(=O)CCn4ccnc4)ccc3c2=O)CC1)c1ccccc1,0.24,uM,WO2019067503A1,Patent
843,CC(CC(=O)N1CCC(O)(Cn2cnc3cc(NCCN4CCCCC4)ccc3c2=O)CC1)c1ccccc1,0.1,uM,WO2019067503A1,Patent
