SMILES,Name,IC50,Unit
NCc1ccc(Oc2ncn(CC3(O)CCN(C(=O)C4CCC(F)(F)CC4c4ccccc4)CC3)c(=O)c2N)c(Cl)c1,1158,0.119,¦ÌM
N#Cc1ccc(Oc2ncn(CC3(O)CCN(C(=O)C4CCC(F)(F)CC4c4ccccc4)CC3)c(=O)c2N)cc1Cl,1159,0.12,¦ÌM
Nc1c(Oc2ccc(CNc3ccccc3)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1160,0.134,¦ÌM
CC(C)(O)c1cccc(Oc2ncn(CC3(O)CCN(C(=O)C4CCC(F)(F)CC4c4ccccc4)CC3)c(=O)c2N)c1,1161,0.138,¦ÌM
Nc1c(Oc2ccc(CN3CCOCC3)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1162,0.14,¦ÌM
Nc1c(Sc2ccccc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1163,0.151,¦ÌM
Nc1c(Oc2cnc3cc[nH]c3c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1164,0.152,¦ÌM
Nc1c(Oc2ccc(CC(F)(F)F)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1165,0.158,¦ÌM
COc1cc(OC)cc(Oc2ncn(CC3(O)CCN(C(=O)C4CCC(F)(F)CC4c4ccccc4)CC3)c(=O)c2N)c1,1166,0.171,¦ÌM
Nc1c(Oc2ccc(CCCO)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1167,0.175,¦ÌM
C#CC1(OC)CCC(C(=O)N2CCC(O)(Cn3cnc(Oc4ccc(F)cc4)c(N)c3=O)CC2)C(c2ccccc2)C1,1168,0.179,¦ÌM
Nc1c(Oc2cccc(F)c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1169,0.183,¦ÌM
N#Cc1cccc(Oc2ncn(CC3(O)CCN(C(=O)C4CCC(F)(F)CC4c4ccccc4)CC3)c(=O)c2N)c1,1170,0.203,¦ÌM
Nc1c(Oc2cccnc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1171,0.212,¦ÌM
Nc1c(Oc2ccccc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3n3cccc3)CC2)c1=O,1172,0.22,¦ÌM
Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(O)(Cc4cnccn4)CC3c3ccccc3)CC2)c1=O,1173,0.223,¦ÌM
Nc1c(Oc2ccc(CN(C=O)CC(F)(F)F)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1174,0.227,¦ÌM
C#CC1(O)CCC(C(=O)N2CCC(O)(Cn3cnc(Oc4ccc(F)cc4)c(N)c3=O)CC2)C(c2ccccc2)C1,1175,0.23,¦ÌM
Nc1c(Oc2cccc(OC(F)(F)F)c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1176,0.247,¦ÌM
Nc1c(Oc2cccc(C(F)(F)F)c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1177,0.264,¦ÌM
Nc1c(Oc2ccccc2F)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1178,0.304,¦ÌM
Nc1c(Oc2ccc(F)cc2)ncn(CC2(O)CCN(C(=O)C3CCC(O)(c4ccccc4)CC3c3ccccc3)CC2)c1=O,1179,0.312,¦ÌM
Nc1c(Oc2ccc(F)c(OC(F)(F)F)c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1180,0.332,¦ÌM
Cn1ccnc1CC1(O)CCC(C(=O)N2CCC(O)(Cn3cnc(Oc4ccc(F)cc4)c(N)c3=O)CC2)C(c2ccccc2)C1,1181,0.363,¦ÌM
NC(=O)c1ccc(Oc2ncn(CC3(O)CCN(C(=O)C4CCC(F)(F)CC4c4ccccc4)CC3)c(=O)c2N)cc1Cl,1182,0.375,¦ÌM
NC(=O)c1ccc(Oc2ncn(CC3(O)CCN(C(=O)C4CCC(F)(F)CC4c4ccccc4)CC3)c(=O)c2N)cc1F,1183,0.403,¦ÌM
N#Cc1ccc(Oc2ncn(CC3(O)CCN(C(=O)C4CCC(F)(F)CC4c4ccccc4)CC3)c(=O)c2N)c(Cl)c1,1184,0.439,¦ÌM
Nc1c(Oc2cc(F)cc(F)c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1185,0.472,¦ÌM
NC(=O)c1ccc(Oc2ncn(CC3(O)CCN(C(=O)C4CCC(F)(F)CC4c4ccccc4)CC3)c(=O)c2N)c(Cl)c1,1186,0.479,¦ÌM
O=C(C1CCC(F)(F)CC1c1ccccc1)N1CCC(O)(Cn2cnc(Oc3ccc(F)cc3)c(NCc3ccccc3)c2=O)CC1,1187,0.611,¦ÌM
Nc1c(Oc2cccc(S(F)(F)(F)(F)F)c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1188,0.716,¦ÌM
O=C(C1CCC(F)(F)CC1c1ccccc1)N1CCC(O)(Cn2cnc(Oc3ccccc3)c(NCC(F)(F)F)c2=O)CC1,1189,1.25,¦ÌM
Nc1c(Oc2cccc(C(=O)O)c2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2)c1=O,1190,1.62,¦ÌM
Nc1c(Oc2ccccc2)ncn(CC2(O)CCN(C(=O)C3CCC(F)(F)CC3c3ccccc3)CC2(F)F)c1=O,1191,4.32,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(O)cc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1192,0.0015,¦ÌM
Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(CN7CCN(C)CC7)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1193,0.0017,¦ÌM
O=C(C1CCN(Cc2cnc(-c3ccc(O)nc3)s2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccc(O)cc3)c2=O)CC1,1194,0.0018,¦ÌM
O=C(C1CCN(Cc2cnc(-c3ccc(N4CCNCC4)nc3)s2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,1195,0.002,¦ÌM
NC(=O)c1cncc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)c1,1196,0.0029,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(Cl)scc6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1197,0.003,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(cnn6-c6ccc7c(c6)OCCO7)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1198,0.0032,¦ÌM
COc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cc(OC)c(OC)c(OC)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1199,0.0033,¦ÌM
O=C(C1CCN(Cc2cnc(-c3ccc(O)nc3)s2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3cccc(O)c3)c2=O)CC1,1200,0.0033,¦ÌM
Cc1ccc(-c2cncc(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)c2)cn1,1201,0.0034,¦ÌM
COc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(N7CCOCC7)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1202,0.0038,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc7c(c6)OCO7)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1203,0.004,¦ÌM
COc1ccc(-n2ncc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(C(=O)c6sc(-c7ccc(C)nc7)nc6C)CC5c5ccccc5)CC4)cnc32)cc1,1204,0.0041,¦ÌM
Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc7c(c6)OCO7)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1205,0.0043,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(O)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1206,0.0043,¦ÌM
Cn1cnc2cc(-c3ncc(CN4CCC(C(=O)N5CCC(O)(Cn6cnc7c(ccn7-c7ccccc7)c6=O)CC5)C(c5ccccc5)C4)s3)cnc21,1207,0.0043,¦ÌM
COc1cc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(C(=O)c6sc(-c7ccc(C)nc7)nc6C)CC5c5ccccc5)CC4)cnc32)cc(OC)c1OC,1208,0.0044,¦ÌM
O=C(C1CCN(Cc2cnc(-c3cnc(O)c(F)c3)s2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,1209,0.0045,¦ÌM
Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(CO)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1210,0.0046,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnn6c(Br)ccc6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1211,0.0046,¦ÌM
COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7cncnc7)s6)CC5c5ccccc5)CC4)cnc32)cc1,1212,0.0047,¦ÌM
Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(O)cc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1213,0.0048,¦ÌM
COCCNc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1214,0.0048,¦ÌM
COc1ccc(-n2ncc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccc(C)nc7)s6)CC5c5ccccc5)CC4)cnc32)cc1,1215,0.0048,¦ÌM
N#Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(F)cc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1216,0.0049,¦ÌM
COc1cc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccc(C)nc7)s6)CC5c5ccccc5)CC4)cnc32)cc(OC)c1OC,1217,0.0049,¦ÌM
O=C(C1CCN(Cc2cnc(-c3cncc(CO)c3)s2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,1218,0.0049,¦ÌM
O=C(C1CCN(Cc2cnc(-c3ccc(O)nc3)s2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,1219,0.0049,¦ÌM
Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(N7CCOCC7)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1220,0.005,¦ÌM
COc1cccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccc(C#N)nc7)s6)CC5c5ccccc5)CC4)cnc32)c1,1221,0.0051,¦ÌM
N#Cc1cc(CN2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5-c5ccccc5)c4=O)CC3)C(c3ccccc3)C2)ccn1,1222,0.0051,¦ÌM
COC(=O)c1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1223,0.0051,¦ÌM
Cc1ccc(-c2cc(F)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6CCCN(C)C)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1224,0.0051,¦ÌM
COCCOc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1225,0.0052,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(cnn6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1226,0.0052,¦ÌM
COc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(O)cc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1227,0.0053,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(-c7ccccc7)scc6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1228,0.0053,¦ÌM
COC(=O)c1cccc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5-c5ccccc5)c4=O)CC3)C(c3ccccc3)C2)c1,1229,0.0055,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(N7CCN(C)CC7)cc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1230,0.0055,¦ÌM
COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccc(C)nc7)s6)CC5c5ccccc5)CC4)cnc32)cc1,1231,0.0055,¦ÌM
COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccnn7C)s6)CC5c5ccccc5)CC4)cnc32)cc1,1232,0.0055,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(cc(Cl)n6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1233,0.0056,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccoc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1234,0.0056,¦ÌM
O=C(c1cncs1)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4-c4ccccc4)c3=O)CC2)C(c2ccccc2)C1,1235,0.0057,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc7c(c6)OCCO7)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1236,0.0058,¦ÌM
COc1cc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccc(C)nc7)s6)CC5c5ccccc5)CC4)cnc32)ccc1Cl,1237,0.0059,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccs6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1238,0.0059,¦ÌM
Cc1c(C(=O)[O-])cc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5C)c4=O)CC3)C(c3ccccc3)C2)c(C(C)(C)C)c1C(=O)[O-],1239,0.006,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(N7CCOCC7)cc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1240,0.0061,¦ÌM
Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C6CCN(C)CC6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1241,0.0061,¦ÌM
COc1cc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccc(C)nc7)s6)CC5c5ccccc5)CC4)cnc32)ccc1F,1242,0.0062,¦ÌM
COc1ccc(-n2ncc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccc(OC)nc7)s6)CC5c5ccccc5)CC4)cnc32)cc1,1243,0.0063,¦ÌM
Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(cnn6-c6ccc7c(c6)OCCO7)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1244,0.0064,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(C(F)F)cc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1245,0.0064,¦ÌM
O=C(C1CCN(Cc2cnc(-c3ccc(CO)nc3)s2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,1246,0.0065,¦ÌM
COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccoc7)s6)CC5c5ccccc5)CC4)cnc32)cc1,1247,0.0066,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(-c7ccc(CO)cc7)scc6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1248,0.00662,¦ÌM
Cc1cc(-c2cc(F)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)s2)ccn1,1249,0.0067,¦ÌM
COc1cc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(C(=O)c6sc(-c7ccc(C)nc7)nc6C)CC5c5ccccc5)CC4)cnc32)ccc1F,1250,0.0067,¦ÌM
COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccco7)s6)CC5c5ccccc5)CC4)cnc32)cc1,1251,0.0067,¦ÌM
COc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(F)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1252,0.0067,¦ÌM
COc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cnn(C)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1253,0.0067,¦ÌM
Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(CO)cc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1254,0.0068,¦ÌM
Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc7c(c6)OCCO7)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1255,0.007,¦ÌM
COc1cccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7cncnc7)s6)CC5c5ccccc5)CC4)cnc32)c1,1256,0.0071,¦ÌM
Cc1nc(-c2ccc(C)[n+]([O-])c2)sc1C(=O)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4-c4ccccc4)c3=O)CC2)C(c2ccccc2)C1,1257,0.0071,¦ÌM
Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccnc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1258,0.0071,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cnn(C)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1259,0.0071,¦ÌM
COc1cccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccnn7C)s6)CC5c5ccccc5)CC4)cnc32)c1,1260,0.0073,¦ÌM
COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(C(=O)c6cnc(-c7ccc(C)nc7)s6)CC5c5ccccc5)CC4)cnc32)cc1,1261,0.00734,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(C)s6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1262,0.0074,¦ÌM
Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(C(F)F)cc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1263,0.0075,¦ÌM
Cn1cnc2cc(-c3cc(F)c(C(=O)N4CCC(C(=O)N5CCC(O)(Cn6cnc7c(ccn7C)c6=O)CC5)C(c5ccccc5)C4)s3)cnc21,1264,0.0077,¦ÌM
Cc1ccc(-c2ccc(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1265,0.0077,¦ÌM
COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(Br)s6)CC5c5ccccc5)CC4)cnc32)cc1,1266,0.0077,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1267,0.0077,¦ÌM
CN(C)c1ccc(-c2cc(F)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1268,0.0078,¦ÌM
Cc1ccc(-c2cc(F)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1269,0.0079,¦ÌM
O=C(C1CCN(Cc2cncc(Br)c2)CC1c1ccccc1)N1CCC(O)(Cn2cnc3c(ccn3-c3ccccc3)c2=O)CC1,1270,0.0079,¦ÌM
Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(-c7ccc(CO)cc7)scc6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1271,0.0079,¦ÌM
Cc1ccc(-c2sc(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C)c5=O)CC4)C(c4ccccc4)C3)c3c2OCCO3)cn1,1272,0.008,¦ÌM
Cn1ccc2c(=O)n(CC3(O)CCN(C(=O)C4CCN(C(=O)c5sc(-c6ccc(N7CCNCC7)nc6)cc5F)CC4c4ccccc4)CC3)cnc21,1273,0.008,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(CO)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1274,0.008,¦ÌM
Cc1ccc(-c2ncc(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(F)cc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1275,0.00813,¦ÌM
COC(=O)c1cncc(C(=O)N2CCC(C(=O)N3CCC(O)(Cn4cnc5c(ccn5-c5ccccc5)c4=O)CC3)C(c3ccccc3)C2)c1,1276,0.0082,¦ÌM
COc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(CO)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1277,0.0082,¦ÌM
Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6cccc(N(C)C)c6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1278,0.0083,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(Cl)s6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1279,0.0084,¦ÌM
Cc1ccc(-c2cc(F)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6CCN(C)C)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1280,0.0085,¦ÌM
COc1cccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccn(C)c7)s6)CC5c5ccccc5)CC4)cnc32)c1,1281,0.0086,¦ÌM
O=C(c1sc(-c2cccnc2)cc1F)N1CCC(C(=O)N2CCC(O)(Cn3cnc4c(ccn4C4CC4)c3=O)CC2)C(c2ccccc2)C1,1282,0.0086,¦ÌM
COc1ccc(-n2ncc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(Br)s6)CC5c5ccccc5)CC4)cnc32)cc1,1283,0.0086,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ncn6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1284,0.0086,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6C6CC6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1285,0.0087,¦ÌM
COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7cnn(C)c7)s6)CC5c5ccccc5)CC4)cnc32)cc1,1286,0.0088,¦ÌM
Cc1ccc(-c2nc(C)c(C(=O)N3CCC(C(=O)N4CCC(O)(Cn5cnc6c(-c7ccccc7)c[nH]c6c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1287,0.0091,¦ÌM
COc1cc(OC)cc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(C(=O)c6sc(-c7ccc(C)nc7)nc6C)CC5c5ccccc5)CC4)cnc32)c1,1288,0.0091,¦ÌM
COc1ccc(-n2ccc3c(=O)n(CC4(O)CCN(C(=O)C5CCN(Cc6cnc(-c7ccc(OC)nc7)s6)CC5c5ccccc5)CC4)cnc32)cc1,1289,0.0091,¦ÌM
COc1ncc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccccc6)c5=O)CC4)C(c4ccccc4)C3)s2)cc1N,1290,0.0092,¦ÌM
COc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(C#N)cc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1291,0.0093,¦ÌM
Cc1ccc(-c2ncc(CN3CCC(C(=O)N4CCC(O)(Cn5cnc6c(ccn6-c6ccc(OCc7ccccc7)cc6)c5=O)CC4)C(c4ccccc4)C3)s2)cn1,1292,0.0093,¦ÌM
